"Control"	"Treatment"	"Measure"	"grp.mean"
"∂L*M"	"Adp"	"TQ_Resets_Diff"	0.0367141318582851
"∂L*M"	"Adp"	"EQ_Resets_Diff"	0.509244416873449
"∂L*M"	"Adp"	"MQ_Resets_Diff"	0.0367141318582851
"∂L*M"	"DL*M"	"TQ_Resets_Diff"	0.0202992430383237
"∂L*M"	"DL*M"	"EQ_Resets_Diff"	0.499514695997964
"∂L*M"	"DL*M"	"MQ_Resets_Diff"	0.0202992430383237
"∂L*M"	"DL*M+"	"TQ_Resets_Diff"	0.00409667761553307
"∂L*M"	"DL*M+"	"EQ_Resets_Diff"	0.598505717948718
"∂L*M"	"DL*M+"	"MQ_Resets_Diff"	0.00409667761553307
