"SUL"	"Reuse"	"DeltaY"	"Method"	"N"	"TQ_Symbols"	"sd"	"se"	"ci"
"srv_100h"	"srv_098l"	2	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_098l"	2	"DL*M+"	500	38733.998	46.5215919012457	2.08050883825378	4.08763686272686
"srv_100h"	"srv_098l"	2	"DL*M"	500	38550.122	31.8946649976234	1.42637278108538	2.80243652550329
"srv_100h"	"srv_098m"	2	"∂L*M"	500	38144.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_100h"	"srv_098m"	2	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_098m"	2	"DL*M+"	500	38399.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100h"	"srv_098m"	2	"DL*M"	500	38210.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100h"	"srv_098s"	0	"∂L*M"	500	38182.978	272.839748887779	12.2017645095409	23.9731653538055
"srv_100h"	"srv_098s"	0	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_098s"	0	"DL*M+"	500	38404.424	31.4306218835067	1.40562014213227	2.76166320581156
"srv_100h"	"srv_098s"	0	"DL*M"	500	38226.148	65.7454410742227	2.94022550905337	5.7767474737689
"srv_100h"	"srv_098u"	0	"∂L*M"	500	39187.264	834.152979188697	37.3044553019979	73.2931597466217
"srv_100h"	"srv_098u"	0	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_098u"	0	"DL*M+"	500	38541.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100h"	"srv_098u"	0	"DL*M"	500	38541.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100h"	"srv_100"	1	"∂L*M"	500	38143.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_100h"	"srv_100"	1	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_100"	1	"DL*M+"	500	38402.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100h"	"srv_100"	1	"DL*M"	500	38213.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100h"	"srv_100f"	0	"∂L*M"	500	38180.026	260.450675623746	11.6477083096089	22.8845948535401
"srv_100h"	"srv_100f"	0	"Adp"	500	38386	0	0	0
"srv_100h"	"srv_100f"	0	"DL*M+"	500	38402.366	29.6916694456364	1.32785182491793	2.60886950729289
"srv_100h"	"srv_100f"	0	"DL*M"	500	38221.878	59.6440604242181	2.66736347125313	5.24064740841797
"srv_100m"	"null"	0	"L*M"	73	25585	0	0	0
"srv_100m"	"srv_097"	11	"∂L*M"	500	25290.382	248.142486210898	11.0972693454675	21.8031312427466
"srv_100m"	"srv_097"	11	"Adp"	500	25872	0	0	0
"srv_100m"	"srv_097"	11	"DL*M+"	500	30370.42	793.429033286357	35.4832250750048	69.7149351918932
"srv_100m"	"srv_097"	11	"DL*M"	500	29993.61	672.603154845274	30.079727522297	59.0985247359582
"srv_100m"	"srv_097c"	10	"∂L*M"	500	25509.002	130.651374118753	5.84290707766575	11.4797312642999
"srv_100m"	"srv_097c"	10	"Adp"	500	25872	0	0	0
"srv_100m"	"srv_097c"	10	"DL*M+"	500	28530.4	225.68235431708	10.0928217115037	19.82966345459
"srv_100m"	"srv_097c"	10	"DL*M"	500	28267.45	107.124314408424	4.79074498120594	9.41251746930207
"srv_100m"	"srv_097e"	9	"∂L*M"	500	25506.224	126.569813381069	5.66037413239066	11.1211034218944
"srv_100m"	"srv_097e"	9	"Adp"	500	25872	0	0	0
"srv_100m"	"srv_097e"	9	"DL*M+"	500	28529.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_100m"	"srv_097e"	9	"DL*M"	500	28265.362	104.24087142071	4.66179349061047	9.15916268571749
"srv_100m"	"srv_098f"	6	"∂L*M"	500	25518.044	126.917161944285	5.67590803237543	11.1516233317511
"srv_100m"	"srv_098f"	6	"Adp"	500	25872	0	0	0
"srv_100m"	"srv_098f"	6	"DL*M+"	500	28516.4	222.338996261378	9.94330219379025	19.5358980636121
"srv_100m"	"srv_098f"	6	"DL*M"	500	28258.35	102.871826684719	4.60056794873218	9.03887106411005
"srv_100m"	"srv_098l"	4	"∂L*M"	500	25391.52	61.2817796169959	2.74060450011528	5.3845462104496
"srv_100m"	"srv_098l"	4	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_098l"	4	"DL*M+"	500	26374.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_100m"	"srv_098l"	4	"DL*M"	500	26273.97	29.5779446483226	1.32276589736751	2.59887703595415
"srv_100m"	"srv_098m"	4	"∂L*M"	500	25403.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_100m"	"srv_098m"	4	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_098m"	4	"DL*M+"	500	26039.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100m"	"srv_098m"	4	"DL*M"	500	25932.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100m"	"srv_098s"	2	"∂L*M"	500	25394.73	42.9408539024055	1.92037336675332	3.77301399533022
"srv_100m"	"srv_098s"	2	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_098s"	2	"DL*M+"	500	26041.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_100m"	"srv_098s"	2	"DL*M"	500	25937.328	33.2216159681475	1.4857158325434	2.91902956285377
"srv_100m"	"srv_098u"	2	"∂L*M"	500	25448.968	261.510501626458	11.6951051693366	22.9777168568877
"srv_100m"	"srv_098u"	2	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_098u"	2	"DL*M+"	500	26426.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100m"	"srv_098u"	2	"DL*M"	500	26426.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100m"	"srv_098za"	0	"∂L*M"	500	25453.034	263.753568190967	11.7954181556626	23.17480472942
"srv_100m"	"srv_098za"	0	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_098za"	0	"DL*M+"	500	25704.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_100m"	"srv_098za"	0	"DL*M"	500	25704.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_100m"	"srv_100"	4	"∂L*M"	500	25402.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_100m"	"srv_100"	4	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_100"	4	"DL*M+"	500	26042.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100m"	"srv_100"	4	"DL*M"	500	25935.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100m"	"srv_100f"	2	"∂L*M"	500	25396.332	42.7903236678481	1.91364145001053	3.75978760064798
"srv_100m"	"srv_100f"	2	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_100f"	2	"DL*M+"	500	26039.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_100m"	"srv_100f"	2	"DL*M"	500	25934.958	31.0703551627573	1.38950852457974	2.73000823726975
"srv_100m"	"srv_100h"	2	"∂L*M"	500	25451.336	264.984105667704	11.8504494645995	23.2829263595129
"srv_100m"	"srv_100h"	2	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_100h"	2	"DL*M+"	500	26427.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_100m"	"srv_100h"	2	"DL*M"	500	26427.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_100m"	"srv_101"	2	"∂L*M"	500	25449.378	263.962686218016	11.8047701981386	23.1931789621385
"srv_100m"	"srv_101"	2	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_101"	2	"DL*M+"	500	27120.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_100m"	"srv_101"	2	"DL*M"	500	27120.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_100m"	"srv_101h"	0	"∂L*M"	500	25470.79	261.313120592878	11.6862780211655	22.9603738994373
"srv_100m"	"srv_101h"	0	"Adp"	500	25585	0	0	0
"srv_100m"	"srv_101h"	0	"DL*M+"	500	25710.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_100m"	"srv_101h"	0	"DL*M"	500	25710.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_101"	"null"	0	"L*M"	73	47191	0	0	0
"srv_101"	"srv_097"	9	"∂L*M"	500	47869.85	1120.2262670008	50.0980416638926	98.4290948879755
"srv_101"	"srv_097"	9	"Adp"	500	47675	0	0	0
"srv_101"	"srv_097"	9	"DL*M+"	500	51874.228	827.488132382857	37.0063942916483	72.7075505192804
"srv_101"	"srv_097"	9	"DL*M"	500	52498.404	1626.6210982212	72.7447069851595	142.92366385253
"srv_101"	"srv_097c"	8	"∂L*M"	500	46877.656	105.576581176821	4.72152824686795	9.27652531700004
"srv_101"	"srv_097c"	8	"Adp"	500	47675	0	0	0
"srv_101"	"srv_097c"	8	"DL*M+"	500	49821.704	226.041788535502	10.1088960984203	19.8612452750071
"srv_101"	"srv_097c"	8	"DL*M"	500	49101.096	129.66126202432	5.79862791869585	11.3927346992635
"srv_101"	"srv_097e"	7	"∂L*M"	500	46874.072	101.320513762111	4.53119112574564	8.90256438093506
"srv_101"	"srv_097e"	7	"Adp"	500	47675	0	0	0
"srv_101"	"srv_097e"	7	"DL*M+"	500	49823.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_101"	"srv_097e"	7	"DL*M"	500	49100.646	127.66125283323	5.7091847885578	11.2170031526593
"srv_101"	"srv_098f"	4	"∂L*M"	500	46884.244	102.710873382627	4.59336989823856	9.02472884274742
"srv_101"	"srv_098f"	4	"Adp"	500	47675	0	0	0
"srv_101"	"srv_098f"	4	"DL*M+"	500	49809.052	223.793602341304	10.0083541552942	19.6637075643204
"srv_101"	"srv_098f"	4	"DL*M"	500	49091.688	126.605689671968	5.66197856889526	11.1242557054509
"srv_101"	"srv_098l"	2	"∂L*M"	500	46820.308	586.0396181181	26.2084884724018	51.4925875950898
"srv_101"	"srv_098l"	2	"Adp"	500	47191	0	0	0
"srv_101"	"srv_098l"	2	"DL*M+"	500	47538.998	46.5215919012457	2.08050883825378	4.08763686272686
"srv_101"	"srv_098l"	2	"DL*M"	500	47082.122	31.8946649976234	1.42637278108538	2.80243652550329
"srv_101"	"srv_098m"	2	"∂L*M"	500	46676.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_101"	"srv_098m"	2	"Adp"	500	47191	0	0	0
"srv_101"	"srv_098m"	2	"DL*M+"	500	47204.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101"	"srv_098m"	2	"DL*M"	500	46742.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101"	"srv_098s"	0	"∂L*M"	500	46730.716	374.660080199894	16.7553081556497	32.9196463884607
"srv_101"	"srv_098s"	0	"Adp"	500	47191	0	0	0
"srv_101"	"srv_098s"	0	"DL*M+"	500	47209.424	31.4306218835067	1.40562014213227	2.76166320581156
"srv_101"	"srv_098s"	0	"DL*M"	500	46758.148	65.7454410742227	2.94022550905337	5.7767474737689
"srv_101"	"srv_098u"	0	"∂L*M"	500	48092.304	1197.06922650701	53.5345632848555	105.180929919446
"srv_101"	"srv_098u"	0	"Adp"	500	47191	0	0	0
"srv_101"	"srv_098u"	0	"DL*M+"	500	47415.028	134.333727397974	6.00758692265593	11.8032825958554
"srv_101"	"srv_098u"	0	"DL*M"	500	47112.712	122.643531944639	5.4847854885776	10.7761192526712
"srv_101"	"srv_100"	1	"∂L*M"	500	46675.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_101"	"srv_100"	1	"Adp"	500	47191	0	0	0
"srv_101"	"srv_100"	1	"DL*M+"	500	47207.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101"	"srv_100"	1	"DL*M"	500	46745.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101"	"srv_100f"	0	"∂L*M"	500	46726.15	357.598093245175	15.9922729024104	31.4204886000617
"srv_101"	"srv_100f"	0	"Adp"	500	47191	0	0	0
"srv_101"	"srv_100f"	0	"DL*M+"	500	47207.366	29.6916694456364	1.32785182491793	2.60886950729289
"srv_101"	"srv_100f"	0	"DL*M"	500	46753.878	59.6440604242181	2.66736347125313	5.24064740841797
"srv_101"	"srv_100h"	0	"∂L*M"	500	48101.606	1200.73840957156	53.6986541399399	105.503324045223
"srv_101"	"srv_100h"	0	"Adp"	500	47191	0	0	0
"srv_101"	"srv_100h"	0	"DL*M+"	500	47419.928	129.664229612032	5.7987606332529	11.3929954474543
"srv_101"	"srv_100h"	0	"DL*M"	500	47115.932	118.996250324043	5.32167409584284	10.4556495053603
"srv_101h"	"null"	0	"L*M"	73	25585	0	0	0
"srv_101h"	"srv_097"	11	"∂L*M"	500	25290.382	248.142486210898	11.0972693454675	21.8031312427466
"srv_101h"	"srv_097"	11	"Adp"	500	25872	0	0	0
"srv_101h"	"srv_097"	11	"DL*M+"	500	30370.42	793.429033286357	35.4832250750048	69.7149351918932
"srv_101h"	"srv_097"	11	"DL*M"	500	29993.61	672.603154845274	30.079727522297	59.0985247359582
"srv_101h"	"srv_097c"	10	"∂L*M"	500	25509.002	130.651374118753	5.84290707766575	11.4797312642999
"srv_101h"	"srv_097c"	10	"Adp"	500	25872	0	0	0
"srv_101h"	"srv_097c"	10	"DL*M+"	500	28530.4	225.68235431708	10.0928217115037	19.82966345459
"srv_101h"	"srv_097c"	10	"DL*M"	500	28267.45	107.124314408424	4.79074498120594	9.41251746930207
"srv_101h"	"srv_097e"	9	"∂L*M"	500	25506.224	126.569813381069	5.66037413239066	11.1211034218944
"srv_101h"	"srv_097e"	9	"Adp"	500	25872	0	0	0
"srv_101h"	"srv_097e"	9	"DL*M+"	500	28529.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_101h"	"srv_097e"	9	"DL*M"	500	28265.362	104.24087142071	4.66179349061047	9.15916268571749
"srv_101h"	"srv_098f"	6	"∂L*M"	500	25518.044	126.917161944285	5.67590803237543	11.1516233317511
"srv_101h"	"srv_098f"	6	"Adp"	500	25872	0	0	0
"srv_101h"	"srv_098f"	6	"DL*M+"	500	28516.4	222.338996261378	9.94330219379025	19.5358980636121
"srv_101h"	"srv_098f"	6	"DL*M"	500	28258.35	102.871826684719	4.60056794873218	9.03887106411005
"srv_101h"	"srv_098l"	4	"∂L*M"	500	25391.52	61.2817796169959	2.74060450011528	5.3845462104496
"srv_101h"	"srv_098l"	4	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_098l"	4	"DL*M+"	500	26374.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_101h"	"srv_098l"	4	"DL*M"	500	26273.97	29.5779446483226	1.32276589736751	2.59887703595415
"srv_101h"	"srv_098m"	4	"∂L*M"	500	25403.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_101h"	"srv_098m"	4	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_098m"	4	"DL*M+"	500	26039.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101h"	"srv_098m"	4	"DL*M"	500	25932.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101h"	"srv_098s"	2	"∂L*M"	500	25394.73	42.9408539024055	1.92037336675332	3.77301399533022
"srv_101h"	"srv_098s"	2	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_098s"	2	"DL*M+"	500	26041.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_101h"	"srv_098s"	2	"DL*M"	500	25937.328	33.2216159681475	1.4857158325434	2.91902956285377
"srv_101h"	"srv_098u"	2	"∂L*M"	500	25448.968	261.510501626458	11.6951051693366	22.9777168568877
"srv_101h"	"srv_098u"	2	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_098u"	2	"DL*M+"	500	26426.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101h"	"srv_098u"	2	"DL*M"	500	26426.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101h"	"srv_098za"	0	"∂L*M"	500	25453.034	263.753568190967	11.7954181556626	23.17480472942
"srv_101h"	"srv_098za"	0	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M+"	500	25704.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101h"	"srv_098za"	0	"DL*M"	500	25704.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101h"	"srv_100"	4	"∂L*M"	500	25402.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_101h"	"srv_100"	4	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_100"	4	"DL*M+"	500	26042.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101h"	"srv_100"	4	"DL*M"	500	25935.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101h"	"srv_100f"	2	"∂L*M"	500	25396.332	42.7903236678481	1.91364145001053	3.75978760064798
"srv_101h"	"srv_100f"	2	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_100f"	2	"DL*M+"	500	26039.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_101h"	"srv_100f"	2	"DL*M"	500	25934.958	31.0703551627573	1.38950852457974	2.73000823726975
"srv_101h"	"srv_100h"	2	"∂L*M"	500	25451.336	264.984105667704	11.8504494645995	23.2829263595129
"srv_101h"	"srv_100h"	2	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_100h"	2	"DL*M+"	500	26427.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101h"	"srv_100h"	2	"DL*M"	500	26427.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101h"	"srv_100m"	0	"∂L*M"	500	25441.638	263.820282083234	11.7984016916256	23.1806665702157
"srv_101h"	"srv_100m"	0	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M+"	500	25697.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101h"	"srv_100m"	0	"DL*M"	500	25697.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101h"	"srv_101"	2	"∂L*M"	500	25449.378	263.962686218016	11.8047701981386	23.1931789621385
"srv_101h"	"srv_101"	2	"Adp"	500	25585	0	0	0
"srv_101h"	"srv_101"	2	"DL*M+"	500	27120.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101h"	"srv_101"	2	"DL*M"	500	27120.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"null"	0	"L*M"	73	21369	0	0	0
"srv_101k"	"srv_097"	12	"∂L*M"	500	21183.358	196.154671487305	8.77230359099508	17.2352026918949
"srv_101k"	"srv_097"	12	"Adp"	500	21607	0	0	0
"srv_101k"	"srv_097"	12	"DL*M+"	500	26206.556	679.625765569886	30.393788221492	59.7155690222208
"srv_101k"	"srv_097"	12	"DL*M"	500	25987.722	609.35496688493	27.2511825676368	53.5411993298073
"srv_101k"	"srv_097c"	11	"∂L*M"	500	21368.952	36.4522596070658	1.63019460829738	3.20289125995152
"srv_101k"	"srv_097c"	11	"Adp"	500	21607	0	0	0
"srv_101k"	"srv_097c"	11	"DL*M+"	500	24457.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_101k"	"srv_097c"	11	"DL*M"	500	24319.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_101k"	"srv_097e"	10	"∂L*M"	500	21367.644	34.9394733445596	1.56254074992954	3.06996973600252
"srv_101k"	"srv_097e"	10	"Adp"	500	21607	0	0	0
"srv_101k"	"srv_097e"	10	"DL*M+"	500	24454.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_101k"	"srv_097e"	10	"DL*M"	500	24316.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_101k"	"srv_098f"	7	"∂L*M"	500	21373.094	40.5974070960924	1.8155712395419	3.56710617575992
"srv_101k"	"srv_098f"	7	"Adp"	500	21607	0	0	0
"srv_101k"	"srv_098f"	7	"DL*M+"	500	24451.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_101k"	"srv_098f"	7	"DL*M"	500	24313.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_101k"	"srv_098l"	5	"∂L*M"	500	21182.184	40.3405113715162	1.80408251347627	3.54453393799377
"srv_101k"	"srv_098l"	5	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_098l"	5	"DL*M+"	500	22501.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_101k"	"srv_098l"	5	"DL*M"	500	22400.97	29.5779446483226	1.32276589736751	2.59887703595415
"srv_101k"	"srv_098m"	4	"∂L*M"	500	21187.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_101k"	"srv_098m"	4	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_098m"	4	"DL*M+"	500	22166.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101k"	"srv_098m"	4	"DL*M"	500	22059.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101k"	"srv_098s"	3	"∂L*M"	500	21181.348	31.648857742307	1.41537994644038	2.78083858018599
"srv_101k"	"srv_098s"	3	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_098s"	3	"DL*M+"	500	22168.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_101k"	"srv_098s"	3	"DL*M"	500	22064.328	33.2216159681475	1.4857158325434	2.91902956285377
"srv_101k"	"srv_098u"	2	"∂L*M"	500	21265.952	177.831937773237	7.9528860286294	15.6252689236235
"srv_101k"	"srv_098u"	2	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_098u"	2	"DL*M+"	500	22553.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101k"	"srv_098u"	2	"DL*M"	500	22553.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101k"	"srv_098za"	0	"∂L*M"	500	21269.682	180.247394217627	8.06090852475631	15.8375038966519
"srv_101k"	"srv_098za"	0	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_098za"	0	"DL*M+"	500	21831.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101k"	"srv_098za"	0	"DL*M"	500	21831.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101k"	"srv_100"	4	"∂L*M"	500	21186.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_101k"	"srv_100"	4	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_100"	4	"DL*M+"	500	22169.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101k"	"srv_100"	4	"DL*M"	500	22062.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101k"	"srv_100f"	3	"∂L*M"	500	21182.712	32.5306246339992	1.45481376064303	2.85831535394869
"srv_101k"	"srv_100f"	3	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_100f"	3	"DL*M+"	500	22166.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_101k"	"srv_100f"	3	"DL*M"	500	22061.958	31.0703551627573	1.38950852457974	2.73000823726975
"srv_101k"	"srv_100h"	2	"∂L*M"	500	21268.992	181.52127114958	8.11787803305267	15.9494335639919
"srv_101k"	"srv_100h"	2	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_100h"	2	"DL*M+"	500	22554.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101k"	"srv_100h"	2	"DL*M"	500	22554.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101k"	"srv_100m"	0	"∂L*M"	500	21262.99	180.453797538573	8.07013916188466	15.8556396007155
"srv_101k"	"srv_100m"	0	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_100m"	0	"DL*M+"	500	21824.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101k"	"srv_100m"	0	"DL*M"	500	21824.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101k"	"srv_101"	2	"∂L*M"	500	21267.706	180.497452127305	8.07209145444338	15.8594753272855
"srv_101k"	"srv_101"	2	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_101"	2	"DL*M+"	500	23247.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"srv_101"	2	"DL*M"	500	23247.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"srv_101h"	0	"∂L*M"	500	21281.726	178.169885053226	7.96799949044674	15.6549627862556
"srv_101k"	"srv_101h"	0	"Adp"	500	21369	0	0	0
"srv_101k"	"srv_101h"	0	"DL*M+"	500	21837.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_101k"	"srv_101h"	0	"DL*M"	500	21837.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_102"	"null"	0	"L*M"	73	20126	0	0	0
"srv_102"	"srv_097"	12	"∂L*M"	500	20066.248	197.806494621964	8.84617536731318	17.3803407419915
"srv_102"	"srv_097"	12	"Adp"	500	20333	0	0	0
"srv_102"	"srv_097"	12	"DL*M+"	500	24932.556	679.625765569886	30.393788221492	59.7155690222208
"srv_102"	"srv_097"	12	"DL*M"	500	24752.598	497.735002447409	22.2593860050686	43.7336699094984
"srv_102"	"srv_097c"	11	"∂L*M"	500	20253.648	30.432620405899	1.36098815922075	2.67397343720723
"srv_102"	"srv_097c"	11	"Adp"	500	20333	0	0	0
"srv_102"	"srv_097c"	11	"DL*M+"	500	23183.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_102"	"srv_097c"	11	"DL*M"	500	23183.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_102"	"srv_097e"	10	"∂L*M"	500	20252.556	29.169652058302	1.3045064976476	2.56300225666265
"srv_102"	"srv_097e"	10	"Adp"	500	20333	0	0	0
"srv_102"	"srv_097e"	10	"DL*M+"	500	23180.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_102"	"srv_097e"	10	"DL*M"	500	23180.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_102"	"srv_098f"	7	"∂L*M"	500	20257.106	33.8932481260955	1.51575213576434	2.97804277058855
"srv_102"	"srv_098f"	7	"Adp"	500	20333	0	0	0
"srv_102"	"srv_098f"	7	"DL*M+"	500	23177.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_102"	"srv_098f"	7	"DL*M"	500	23177.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_102"	"srv_098l"	5	"∂L*M"	500	20073.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_102"	"srv_098l"	5	"Adp"	500	20126	0	0	0
"srv_102"	"srv_098l"	5	"DL*M+"	500	21269.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_102"	"srv_098l"	5	"DL*M"	500	21269.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_102"	"srv_098m"	4	"∂L*M"	500	20073.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_102"	"srv_098m"	4	"Adp"	500	20126	0	0	0
"srv_102"	"srv_098m"	4	"DL*M+"	500	20923.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_102"	"srv_098m"	4	"DL*M"	500	20923.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_102"	"srv_098s"	3	"∂L*M"	500	20070.812	20.7844326668438	0.929508086336601	1.82623185638624
"srv_102"	"srv_098s"	3	"Adp"	500	20126	0	0	0
"srv_102"	"srv_098s"	3	"DL*M+"	500	20930.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_102"	"srv_098s"	3	"DL*M"	500	20930.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_102"	"srv_098u"	2	"∂L*M"	500	19926.88	140.585098569798	6.28715674051153	12.3525616338294
"srv_102"	"srv_098u"	2	"Adp"	500	20126	0	0	0
"srv_102"	"srv_098u"	2	"DL*M+"	500	21882.944	471.849192204849	21.1017373779681	41.4592036273975
"srv_102"	"srv_098u"	2	"DL*M"	500	21747.302	340.362689372136	15.2214822088148	29.9060934700547
"srv_102"	"srv_098za"	0	"∂L*M"	500	19929.348	139.377800378959	6.23316472403497	12.2464819321792
"srv_102"	"srv_098za"	0	"Adp"	500	20126	0	0	0
"srv_102"	"srv_098za"	0	"DL*M+"	500	21162.546	463.035423581157	20.7075736623575	40.6847785904764
