"SUL"	"Reuse"	"DeltaY"	"Method"	"N"	"TQ_Symbols"	"sd"	"se"	"ci"
"srv_102"	"srv_098za"	0	"DL*M"	500	21030.61	335.114424121835	14.9867726515424	29.4449527045358
"srv_102"	"srv_100"	4	"∂L*M"	500	20072.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_102"	"srv_100"	4	"Adp"	500	20126	0	0	0
"srv_102"	"srv_100"	4	"DL*M+"	500	20926.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_102"	"srv_100"	4	"DL*M"	500	20926.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_102"	"srv_100f"	3	"∂L*M"	500	20071.694	21.7504604332441	0.972710161413066	1.91111224304063
"srv_102"	"srv_100f"	3	"Adp"	500	20126	0	0	0
"srv_102"	"srv_100f"	3	"DL*M+"	500	20927.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_102"	"srv_100f"	3	"DL*M"	500	20927.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_102"	"srv_100h"	2	"∂L*M"	500	19932.444	138.711530311227	6.20336822077854	12.1879398664826
"srv_102"	"srv_100h"	2	"Adp"	500	20126	0	0	0
"srv_102"	"srv_100h"	2	"DL*M+"	500	21880.984	469.249039494097	20.9854550137057	41.2307402486775
"srv_102"	"srv_100h"	2	"DL*M"	500	21749.002	340.160639282434	15.2124462541061	29.8883402642629
"srv_102"	"srv_100m"	0	"∂L*M"	500	19940.324	140.171520410776	6.26866096295988	12.3162224360645
"srv_102"	"srv_100m"	0	"Adp"	500	20126	0	0	0
"srv_102"	"srv_100m"	0	"DL*M+"	500	21134.91	469.14586386663	20.9808408593729	41.2216746840454
"srv_102"	"srv_100m"	0	"DL*M"	500	21011.38	342.406834746274	15.3128991690641	30.0857030586912
"srv_102"	"srv_101"	2	"∂L*M"	500	19933.682	139.755630113053	6.25006178342208	12.2796800813783
"srv_102"	"srv_101"	2	"Adp"	500	20126	0	0	0
"srv_102"	"srv_101"	2	"DL*M+"	500	22570.904	495.714078556741	22.1690075411309	43.5561006850875
"srv_102"	"srv_101"	2	"DL*M"	500	22439.612	367.549505146541	16.4373135720815	32.2948730839493
"srv_102"	"srv_101h"	0	"∂L*M"	500	19919.938	140.116978597823	6.26622177893231	12.3114300995155
"srv_102"	"srv_101h"	0	"Adp"	500	20126	0	0	0
"srv_102"	"srv_101h"	0	"DL*M+"	500	21193.024	467.275323422669	20.8971877476257	41.0573189567481
"srv_102"	"srv_101h"	0	"DL*M"	500	21052.08	339.650229142146	15.1896200187044	29.8434928886835
"srv_102"	"srv_101k"	0	"∂L*M"	500	19929.286	139.374886266657	6.23303440097096	12.246225882625
"srv_102"	"srv_101k"	0	"Adp"	500	20126	0	0	0
"srv_102"	"srv_101k"	0	"DL*M+"	500	20796.222	445.138424706631	19.907195540824	39.1122521711959
"srv_102"	"srv_101k"	0	"DL*M"	500	20663.686	317.645690941886	14.2055471541189	27.9100560087589
"srv_110pre1"	"null"	0	"L*M"	73	17680	0	0	0
"srv_110pre1"	"srv_097"	13	"∂L*M"	500	17579.552	198.673232728532	8.88493707381269	17.4564970059959
"srv_110pre1"	"srv_097"	13	"Adp"	500	17862	0	0	0
"srv_110pre1"	"srv_097"	13	"DL*M+"	500	22496.68	696.245215711248	31.1370326267871	61.1758431499912
"srv_110pre1"	"srv_097"	13	"DL*M"	500	22277.866	477.866979130685	21.3708609907737	41.9879586992854
"srv_110pre1"	"srv_097c"	12	"∂L*M"	500	17766.952	36.4522596070658	1.63019460829738	3.20289125995152
"srv_110pre1"	"srv_097c"	12	"Adp"	500	17862	0	0	0
"srv_110pre1"	"srv_097c"	12	"DL*M+"	500	20734.33	82.7313123314272	3.69985676481676	7.26921732828011
"srv_110pre1"	"srv_097c"	12	"DL*M"	500	20734.33	82.7313123314272	3.69985676481676	7.26921732828011
"srv_110pre1"	"srv_097e"	11	"∂L*M"	500	17765.644	34.9394733445596	1.56254074992954	3.06996973600252
"srv_110pre1"	"srv_097e"	11	"Adp"	500	17862	0	0	0
"srv_110pre1"	"srv_097e"	11	"DL*M+"	500	20746.96	86.322775924356	3.86047189946684	7.58478260396458
"srv_110pre1"	"srv_097e"	11	"DL*M"	500	20746.96	86.322775924356	3.86047189946684	7.58478260396458
"srv_110pre1"	"srv_098f"	8	"∂L*M"	500	17771.094	40.5974070960924	1.8155712395419	3.56710617575992
"srv_110pre1"	"srv_098f"	8	"Adp"	500	17862	0	0	0
"srv_110pre1"	"srv_098f"	8	"DL*M+"	500	20744.16	89.4839043531101	4.00184186051287	7.86253632143449
"srv_110pre1"	"srv_098f"	8	"DL*M"	500	20744.16	89.4839043531101	4.00184186051287	7.86253632143449
"srv_110pre1"	"srv_098l"	6	"∂L*M"	500	17610.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_110pre1"	"srv_098l"	6	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_098l"	6	"DL*M+"	500	18828.604	80.5994275379105	3.60451597844673	7.08189848313903
"srv_110pre1"	"srv_098l"	6	"DL*M"	500	18828.604	80.5994275379105	3.60451597844673	7.08189848313903
"srv_110pre1"	"srv_098m"	5	"∂L*M"	500	17610.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_110pre1"	"srv_098m"	5	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_098m"	5	"DL*M+"	500	18491.338	85.7486175212967	3.83479475508498	7.53433396372089
"srv_110pre1"	"srv_098m"	5	"DL*M"	500	18491.338	85.7486175212967	3.83479475508498	7.53433396372089
"srv_110pre1"	"srv_098s"	3	"∂L*M"	500	17606.416	27.7125768891251	1.23934411511547	2.43497580851499
"srv_110pre1"	"srv_098s"	3	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_098s"	3	"DL*M+"	500	18486.596	79.3363049465069	3.54802741888084	6.97091374990538
"srv_110pre1"	"srv_098s"	3	"DL*M"	500	18486.596	79.3363049465069	3.54802741888084	6.97091374990538
"srv_110pre1"	"srv_098u"	3	"∂L*M"	500	17463.448	139.612975262772	6.2436820645711	12.2671456602455
"srv_110pre1"	"srv_098u"	3	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_098u"	3	"DL*M+"	500	19449.24	483.562943825602	21.6255922758792	42.4884367419361
"srv_110pre1"	"srv_098u"	3	"DL*M"	500	19276.464	321.980084871888	14.3993871434939	28.2908991330327
"srv_110pre1"	"srv_098za"	1	"∂L*M"	500	17466.094	138.661397404831	6.20112620904631	12.1835349201373
"srv_110pre1"	"srv_098za"	1	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_098za"	1	"DL*M+"	500	18723.574	479.968440558193	21.4648412028537	42.1726043841303
"srv_110pre1"	"srv_098za"	1	"DL*M"	500	18556.098	325.432957174332	14.5538042872117	28.5942870337674
"srv_110pre1"	"srv_100"	5	"∂L*M"	500	17609.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_110pre1"	"srv_100"	5	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_100"	5	"DL*M+"	500	18489.402	83.5868525537341	3.73811768670803	7.34438968604617
"srv_110pre1"	"srv_100"	5	"DL*M"	500	18489.402	83.5868525537341	3.73811768670803	7.34438968604617
"srv_110pre1"	"srv_100f"	3	"∂L*M"	500	17607.592	29.0006139109921	1.29694688188409	2.5481496573875
"srv_110pre1"	"srv_100f"	3	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_100f"	3	"DL*M+"	500	18486.778	81.1205881119661	3.62782298786235	7.12769044955393
"srv_110pre1"	"srv_100f"	3	"DL*M"	500	18486.778	81.1205881119661	3.62782298786235	7.12769044955393
"srv_110pre1"	"srv_100h"	3	"∂L*M"	500	17469.244	138.104664151943	6.17622834107047	12.1346173471523
"srv_110pre1"	"srv_100h"	3	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_100h"	3	"DL*M+"	500	19451.456	492.949252962201	22.0453607816244	43.3131682625848
"srv_110pre1"	"srv_100h"	3	"DL*M"	500	19274.004	321.906252276201	14.3960852494356	28.2844118047305
"srv_110pre1"	"srv_100m"	1	"∂L*M"	500	17477.602	140.289135999046	6.27392089197158	12.3265567731883
"srv_110pre1"	"srv_100m"	1	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_100m"	1	"DL*M+"	500	18703.65	484.714170573038	21.6770767011748	42.5895897054927
"srv_110pre1"	"srv_100m"	1	"DL*M"	500	18545.044	329.14369690216	14.7197536127763	28.9203325511189
"srv_110pre1"	"srv_101"	3	"∂L*M"	500	17470.672	139.423449291806	6.23520620547947	12.2504928907743
"srv_110pre1"	"srv_101"	3	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_101"	3	"DL*M+"	500	20147.832	512.690314413083	22.9282078886679	45.0477239215415
"srv_110pre1"	"srv_101"	3	"DL*M"	500	19978.892	353.37356166551	15.8033461067059	31.0492985717959
"srv_110pre1"	"srv_101h"	1	"∂L*M"	500	17456.98	139.671428057535	6.24629615302241	12.2722816366565
"srv_110pre1"	"srv_101h"	1	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_101h"	1	"DL*M+"	500	18756.694	477.456676694588	21.3525117080048	41.9519073241257
"srv_110pre1"	"srv_101h"	1	"DL*M"	500	18575.686	320.916809471243	14.351836022001	28.1974740470611
"srv_110pre1"	"srv_101k"	0	"∂L*M"	500	17466.178	138.848450118107	6.20949146069151	12.1999703759077
"srv_110pre1"	"srv_101k"	0	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_101k"	0	"DL*M+"	500	18359.892	459.141719486638	20.5334419215652	40.3426568414379
"srv_110pre1"	"srv_101k"	0	"DL*M"	500	18189.118	302.822838337596	13.5426490332459	26.6076405874492
"srv_110pre1"	"srv_102"	0	"∂L*M"	500	17606.752	28.0916496054452	1.25629676235761	2.46828317280668
"srv_110pre1"	"srv_102"	0	"Adp"	500	17680	0	0	0
"srv_110pre1"	"srv_102"	0	"DL*M+"	500	17719.528	101.46486808206	4.53764684719069	8.91524812659818
"srv_110pre1"	"srv_102"	0	"DL*M"	500	17708.926	81.8453532443681	3.6602354699378	7.19137220572243
