"SUL"	"Reuse"	"DeltaY"	"Method"	"N"	"EQ_Symbols"	"sd"	"se"	"ci"
"srv_100m"	"srv_101h"	0	"DL*M"	500	23765	0	0	0
"srv_101"	"null"	0	"L*M"	73	44048	0	0	0
"srv_101"	"srv_097"	9	"∂L*M"	500	45172.604	1157.70465115357	51.7741259569412	101.722146960301
"srv_101"	"srv_097"	9	"Adp"	500	44048	0	0	0
"srv_101"	"srv_097"	9	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_097"	9	"DL*M"	500	45121.686	1102.0387189569	49.2846697884882	96.8310392585657
"srv_101"	"srv_097c"	8	"∂L*M"	500	44048	0	0	0
"srv_101"	"srv_097c"	8	"Adp"	500	44048	0	0	0
"srv_101"	"srv_097c"	8	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_097c"	8	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_097e"	7	"∂L*M"	500	44048	0	0	0
"srv_101"	"srv_097e"	7	"Adp"	500	44048	0	0	0
"srv_101"	"srv_097e"	7	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_097e"	7	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_098f"	4	"∂L*M"	500	44048	0	0	0
"srv_101"	"srv_098f"	4	"Adp"	500	44048	0	0	0
"srv_101"	"srv_098f"	4	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_098f"	4	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_098l"	2	"∂L*M"	500	44177.584	532.57171179138	23.817331009179	46.7946102486165
"srv_101"	"srv_098l"	2	"Adp"	500	44048	0	0	0
"srv_101"	"srv_098l"	2	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_098l"	2	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_098m"	2	"∂L*M"	500	44048	0	0	0
"srv_101"	"srv_098m"	2	"Adp"	500	44048	0	0	0
"srv_101"	"srv_098m"	2	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_098m"	2	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_098s"	0	"∂L*M"	500	44098.908	339.765166361334	15.1947601674094	29.8535918899182
"srv_101"	"srv_098s"	0	"Adp"	500	44048	0	0	0
"srv_101"	"srv_098s"	0	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_098s"	0	"DL*M"	500	44047.76	1.36606451697168	0.0610922624319816	0.120029763562047
"srv_101"	"srv_098u"	0	"∂L*M"	500	45177.232	1157.82514063592	51.7795144104032	101.73273381319
"srv_101"	"srv_098u"	0	"Adp"	500	44048	0	0	0
"srv_101"	"srv_098u"	0	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_098u"	0	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_100"	1	"∂L*M"	500	44048	0	0	0
"srv_101"	"srv_100"	1	"Adp"	500	44048	0	0	0
"srv_101"	"srv_100"	1	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_100"	1	"DL*M"	500	44048	0	0	0
"srv_101"	"srv_100f"	0	"∂L*M"	500	44094.28	324.28444675132	14.5024413396372	28.4933727410601
"srv_101"	"srv_100f"	0	"Adp"	500	44048	0	0	0
"srv_101"	"srv_100f"	0	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_100f"	0	"DL*M"	500	44047.808	1.22561832580992	0.0548113178196095	0.107689407078954
"srv_101"	"srv_100h"	0	"∂L*M"	500	45186.488	1158.01048459021	51.7878032440234	101.74901912822
"srv_101"	"srv_100h"	0	"Adp"	500	44048	0	0	0
"srv_101"	"srv_100h"	0	"DL*M+"	500	44048	0	0	0
"srv_101"	"srv_100h"	0	"DL*M"	500	44048	0	0	0
"srv_101h"	"null"	0	"L*M"	73	23765	0	0	0
"srv_101h"	"srv_097"	11	"∂L*M"	500	23766.944	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101h"	"srv_097"	11	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_097"	11	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_097"	11	"DL*M"	500	23784.366	118.533220206764	5.30096675948551	10.41496519301
"srv_101h"	"srv_097c"	10	"∂L*M"	500	23765	0	0	0
"srv_101h"	"srv_097c"	10	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_097c"	10	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_097c"	10	"DL*M"	500	23770	0	0	0
"srv_101h"	"srv_097e"	9	"∂L*M"	500	23765	0	0	0
"srv_101h"	"srv_097e"	9	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_097e"	9	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_097e"	9	"DL*M"	500	23770	0	0	0
"srv_101h"	"srv_098f"	6	"∂L*M"	500	23765	0	0	0
"srv_101h"	"srv_098f"	6	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098f"	6	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098f"	6	"DL*M"	500	23770	0	0	0
"srv_101h"	"srv_098l"	4	"∂L*M"	500	23765.224	0.920607971981642	0.0411708401195835	0.0808895596346007
"srv_101h"	"srv_098l"	4	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098l"	4	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098l"	4	"DL*M"	500	23769.72	1.15075996497705	0.0514635501494794	0.101111949543251
"srv_101h"	"srv_098m"	4	"∂L*M"	500	23765	0	0	0
"srv_101h"	"srv_098m"	4	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098m"	4	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098m"	4	"DL*M"	500	23770	0	0	0
"srv_101h"	"srv_098s"	2	"∂L*M"	500	23765.088	0.58732094444483	0.0262657911277603	0.0516051718062544
"srv_101h"	"srv_098s"	2	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098s"	2	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098s"	2	"DL*M"	500	23769.89	0.734151180556038	0.0328322389097004	0.064506464757818
"srv_101h"	"srv_098u"	2	"∂L*M"	500	23766.952	2.00142634509233	0.0895065071917082	0.1758560653642
"srv_101h"	"srv_098u"	2	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098u"	2	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098u"	2	"DL*M"	500	23765	0	0	0
"srv_101h"	"srv_098za"	0	"∂L*M"	500	23766.944	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101h"	"srv_098za"	0	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M"	500	23765	0	0	0
"srv_101h"	"srv_100"	4	"∂L*M"	500	23765	0	0	0
"srv_101h"	"srv_100"	4	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_100"	4	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_100"	4	"DL*M"	500	23770	0	0	0
"srv_101h"	"srv_100f"	2	"∂L*M"	500	23765.08	0.560560841402454	0.0250690429380073	0.0492538854642354
"srv_101h"	"srv_100f"	2	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_100f"	2	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_100f"	2	"DL*M"	500	23769.9	0.700701051753068	0.0313363036725092	0.0615673568302942
"srv_101h"	"srv_100h"	2	"∂L*M"	500	23766.968	2.00174673222162	0.0895208353397121	0.175884216297702
"srv_101h"	"srv_100h"	2	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_100h"	2	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_100h"	2	"DL*M"	500	23765	0	0	0
"srv_101h"	"srv_100m"	0	"∂L*M"	500	23767.056	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101h"	"srv_100m"	0	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M"	500	23765	0	0	0
"srv_101h"	"srv_101"	2	"∂L*M"	500	23766.984	2.00193893988755	0.0895294311278484	0.175901104695292
"srv_101h"	"srv_101"	2	"Adp"	500	23765	0	0	0
"srv_101h"	"srv_101"	2	"DL*M+"	500	23765	0	0	0
"srv_101h"	"srv_101"	2	"DL*M"	500	23765	0	0	0
"srv_101k"	"null"	0	"L*M"	73	19892	0	0	0
"srv_101k"	"srv_097"	12	"∂L*M"	500	19893.944	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101k"	"srv_097"	12	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_097"	12	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_097"	12	"DL*M"	500	19911.366	118.533220206764	5.30096675948551	10.41496519301
"srv_101k"	"srv_097c"	11	"∂L*M"	500	19892	0	0	0
"srv_101k"	"srv_097c"	11	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_097c"	11	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_097c"	11	"DL*M"	500	19897	0	0	0
"srv_101k"	"srv_097e"	10	"∂L*M"	500	19892	0	0	0
"srv_101k"	"srv_097e"	10	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_097e"	10	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_097e"	10	"DL*M"	500	19897	0	0	0
"srv_101k"	"srv_098f"	7	"∂L*M"	500	19892	0	0	0
"srv_101k"	"srv_098f"	7	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098f"	7	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098f"	7	"DL*M"	500	19897	0	0	0
"srv_101k"	"srv_098l"	5	"∂L*M"	500	19892.224	0.920607971981642	0.0411708401195835	0.0808895596346007
"srv_101k"	"srv_098l"	5	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098l"	5	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098l"	5	"DL*M"	500	19896.72	1.15075996497705	0.0514635501494794	0.101111949543251
"srv_101k"	"srv_098m"	4	"∂L*M"	500	19892	0	0	0
"srv_101k"	"srv_098m"	4	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098m"	4	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098m"	4	"DL*M"	500	19897	0	0	0
"srv_101k"	"srv_098s"	3	"∂L*M"	500	19892.088	0.58732094444483	0.0262657911277603	0.0516051718062544
"srv_101k"	"srv_098s"	3	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098s"	3	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098s"	3	"DL*M"	500	19896.89	0.734151180556038	0.0328322389097004	0.064506464757818
"srv_101k"	"srv_098u"	2	"∂L*M"	500	19893.952	2.00142634509233	0.0895065071917082	0.1758560653642
"srv_101k"	"srv_098u"	2	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098u"	2	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098u"	2	"DL*M"	500	19892	0	0	0
"srv_101k"	"srv_098za"	0	"∂L*M"	500	19893.944	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101k"	"srv_098za"	0	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_098za"	0	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_098za"	0	"DL*M"	500	19892	0	0	0
"srv_101k"	"srv_100"	4	"∂L*M"	500	19892	0	0	0
"srv_101k"	"srv_100"	4	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_100"	4	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_100"	4	"DL*M"	500	19897	0	0	0
"srv_101k"	"srv_100f"	3	"∂L*M"	500	19892.08	0.560560841402454	0.0250690429380073	0.0492538854642354
"srv_101k"	"srv_100f"	3	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_100f"	3	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_100f"	3	"DL*M"	500	19896.9	0.700701051753068	0.0313363036725092	0.0615673568302942
"srv_101k"	"srv_100h"	2	"∂L*M"	500	19893.968	2.00174673222162	0.0895208353397121	0.175884216297702
"srv_101k"	"srv_100h"	2	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_100h"	2	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_100h"	2	"DL*M"	500	19892	0	0	0
"srv_101k"	"srv_100m"	0	"∂L*M"	500	19894.056	2.00121806595258	0.0894971926654126	0.175837764840624
"srv_101k"	"srv_100m"	0	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_100m"	0	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_100m"	0	"DL*M"	500	19892	0	0	0
"srv_101k"	"srv_101"	2	"∂L*M"	500	19893.984	2.00193893988755	0.0895294311278484	0.175901104695292
"srv_101k"	"srv_101"	2	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_101"	2	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_101"	2	"DL*M"	500	19892	0	0	0
"srv_101k"	"srv_101h"	0	"∂L*M"	500	19893.808	1.99275642172159	0.0891187764313742	0.175094279343582
"srv_101k"	"srv_101h"	0	"Adp"	500	19892	0	0	0
"srv_101k"	"srv_101h"	0	"DL*M+"	500	19892	0	0	0
"srv_101k"	"srv_101h"	0	"DL*M"	500	19892	0	0	0
"srv_102"	"null"	0	"L*M"	73	18845	0	0	0
"srv_102"	"srv_097"	12	"∂L*M"	500	18823.616	22.0133987254784	0.984469119319539	1.93421541324686
"srv_102"	"srv_097"	12	"Adp"	500	18845	0	0	0
"srv_102"	"srv_097"	12	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_097"	12	"DL*M"	500	18776.766	71.6123166207013	3.20260015980252	6.29224266154588
"srv_102"	"srv_097c"	11	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_097c"	11	"Adp"	500	18845	0	0	0
"srv_102"	"srv_097c"	11	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_097c"	11	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_097e"	10	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_097e"	10	"Adp"	500	18845	0	0	0
"srv_102"	"srv_097e"	10	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_097e"	10	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_098f"	7	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_098f"	7	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098f"	7	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098f"	7	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_098l"	5	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_098l"	5	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098l"	5	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098l"	5	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_098m"	4	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_098m"	4	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098m"	4	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098m"	4	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_098s"	3	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_098s"	3	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098s"	3	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098s"	3	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_098u"	2	"∂L*M"	500	18822.472	22.0156897960157	0.98457157910879	1.9344167190062
"srv_102"	"srv_098u"	2	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098u"	2	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098u"	2	"DL*M"	500	18770.802	73.242253182863	3.27549313884264	6.43545763986265
"srv_102"	"srv_098za"	0	"∂L*M"	500	18822.384	22.0133987254784	0.984469119319539	1.93421541324686
"srv_102"	"srv_098za"	0	"Adp"	500	18845	0	0	0
"srv_102"	"srv_098za"	0	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_098za"	0	"DL*M"	500	18772.154	72.1551593306818	3.22687682381465	6.33993973684565
"srv_102"	"srv_100"	4	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_100"	4	"Adp"	500	18845	0	0	0
"srv_102"	"srv_100"	4	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_100"	4	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_100f"	3	"∂L*M"	500	18845	0	0	0
"srv_102"	"srv_100f"	3	"Adp"	500	18845	0	0	0
"srv_102"	"srv_100f"	3	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_100f"	3	"DL*M"	500	18845	0	0	0
"srv_102"	"srv_100h"	2	"∂L*M"	500	18822.648	22.0192140544378	0.984729188736833	1.93472637927472
"srv_102"	"srv_100h"	2	"Adp"	500	18845	0	0	0
"srv_102"	"srv_100h"	2	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_100h"	2	"DL*M"	500	18773.818	71.5929604078496	3.20173452364805	6.2905419207513
"srv_102"	"srv_100m"	0	"∂L*M"	500	18823.616	22.0133987254784	0.984469119319539	1.93421541324686
"srv_102"	"srv_100m"	0	"Adp"	500	18845	0	0	0
"srv_102"	"srv_100m"	0	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_100m"	0	"DL*M"	500	18777.096	71.3651789146713	3.19154782559279	6.27052781568501
"srv_102"	"srv_101"	2	"∂L*M"	500	18822.824	22.021328338763	0.984823742406333	1.93491215164821
"srv_102"	"srv_101"	2	"Adp"	500	18845	0	0	0
"srv_102"	"srv_101"	2	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_101"	2	"DL*M"	500	18774.084	71.7968977955603	3.21085488088955	6.30846095467998
"srv_102"	"srv_101h"	0	"∂L*M"	500	18820.888	21.9203206389375	0.980306540745116	1.9260370727794
"srv_102"	"srv_101h"	0	"Adp"	500	18845	0	0	0
"srv_102"	"srv_101h"	0	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_101h"	0	"DL*M"	500	18766.868	72.2261157726151	3.23005009236674	6.34617435083543
"srv_102"	"srv_101k"	0	"∂L*M"	500	18822.208	22.0077581511083	0.984216865165066	1.93371980209557
"srv_102"	"srv_101k"	0	"Adp"	500	18845	0	0	0
"srv_102"	"srv_101k"	0	"DL*M+"	500	18845	0	0	0
"srv_102"	"srv_101k"	0	"DL*M"	500	18771.998	71.870834346481	3.21416142396717	6.31495741704713
"srv_110pre1"	"null"	0	"L*M"	73	16546	0	0	0
"srv_110pre1"	"srv_097"	13	"∂L*M"	500	16528.99	17.5106580770851	0.78310043582236	1.53858044235546
"srv_110pre1"	"srv_097"	13	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_097"	13	"DL*M+"	500	16400.316	86.3937724134306	3.86364695898154	7.59102073671123
"srv_110pre1"	"srv_097"	13	"DL*M"	500	16366.804	91.5001318702029	4.09201029623938	8.03969289724574
"srv_110pre1"	"srv_097c"	12	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_097c"	12	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_097c"	12	"DL*M+"	500	16395.85	82.1445247468861	3.67361482626902	7.21765902033888
"srv_110pre1"	"srv_097c"	12	"DL*M"	500	16395.85	82.1445247468861	3.67361482626902	7.21765902033888
"srv_110pre1"	"srv_097e"	11	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_097e"	11	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_097e"	11	"DL*M+"	500	16411.45	90.2765041103652	4.03728799923631	7.93217839198146
"srv_110pre1"	"srv_097e"	11	"DL*M"	500	16411.45	90.2765041103652	4.03728799923631	7.93217839198146
"srv_110pre1"	"srv_098f"	8	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_098f"	8	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098f"	8	"DL*M+"	500	16411.84	90.4358983114936	4.04441632461516	7.94618362236181
"srv_110pre1"	"srv_098f"	8	"DL*M"	500	16411.84	90.4358983114936	4.04441632461516	7.94618362236181
"srv_110pre1"	"srv_098l"	6	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_098l"	6	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098l"	6	"DL*M+"	500	16403.65	86.6587964028348	3.87549919210106	7.61430716746999
"srv_110pre1"	"srv_098l"	6	"DL*M"	500	16403.65	86.6587964028348	3.87549919210106	7.61430716746999
"srv_110pre1"	"srv_098m"	5	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_098m"	5	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098m"	5	"DL*M+"	500	16413.01	90.9023452543744	4.06527646605873	7.98716815535616
"srv_110pre1"	"srv_098m"	5	"DL*M"	500	16413.01	90.9023452543744	4.06527646605873	7.98716815535616
"srv_110pre1"	"srv_098s"	3	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_098s"	3	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098s"	3	"DL*M+"	500	16401.31	85.4045770645059	3.81940879811709	7.50410472185762
"srv_110pre1"	"srv_098s"	3	"DL*M"	500	16401.31	85.4045770645059	3.81940879811709	7.50410472185762
"srv_110pre1"	"srv_098u"	3	"∂L*M"	500	16528.08	17.5124805195579	0.783181937927447	1.53874057193675
"srv_110pre1"	"srv_098u"	3	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098u"	3	"DL*M+"	500	16403.968	88.1210168076062	3.94089167656418	7.74278570364439
"srv_110pre1"	"srv_098u"	3	"DL*M"	500	16368.468	95.5716949402253	4.27409613222433	8.39744229088794
"srv_110pre1"	"srv_098za"	1	"∂L*M"	500	16528.01	17.5106580770851	0.78310043582236	1.53858044235546
"srv_110pre1"	"srv_098za"	1	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_098za"	1	"DL*M+"	500	16401.132	86.188557889212	3.85446948645908	7.57298948671137
"srv_110pre1"	"srv_098za"	1	"DL*M"	500	16365.206	90.8268826351452	4.0619016751316	7.98053760443317
"srv_110pre1"	"srv_100"	5	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_100"	5	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_100"	5	"DL*M+"	500	16408.33	88.9293988282385	3.97704361956263	7.81381448859475
"srv_110pre1"	"srv_100"	5	"DL*M"	500	16408.33	88.9293988282385	3.97704361956263	7.81381448859475
"srv_110pre1"	"srv_100f"	3	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_100f"	3	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_100f"	3	"DL*M+"	500	16404.04	86.8599314724044	3.88449422586539	7.6319799746797
"srv_110pre1"	"srv_100f"	3	"DL*M"	500	16404.04	86.8599314724044	3.88449422586539	7.6319799746797
"srv_110pre1"	"srv_100h"	3	"∂L*M"	500	16528.22	17.5152839069391	0.78330730922248	1.53898689260489
"srv_110pre1"	"srv_100h"	3	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_100h"	3	"DL*M+"	500	16400.776	87.7344201608578	3.92360254892412	7.70881724642543
"srv_110pre1"	"srv_100h"	3	"DL*M"	500	16366.412	93.4037835934881	4.17714418941438	8.20695795933588
"srv_110pre1"	"srv_100m"	1	"∂L*M"	500	16528.99	17.5106580770851	0.78310043582236	1.53858044235546
"srv_110pre1"	"srv_100m"	1	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_100m"	1	"DL*M+"	500	16407.62	89.6661342495734	4.00999142923337	7.87854801862352
"srv_110pre1"	"srv_100m"	1	"DL*M"	500	16373.824	95.3088063146436	4.26233939547808	8.37434348466049
"srv_110pre1"	"srv_101"	3	"∂L*M"	500	16528.36	17.516965724016	0.783382522368674	1.5391346660838
"srv_110pre1"	"srv_101"	3	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_101"	3	"DL*M+"	500	16412.264	92.2626853620706	4.12611272512529	8.10669494158197
"srv_110pre1"	"srv_101"	3	"DL*M"	500	16377.616	97.9235957530687	4.37927633410143	8.6040929248659
"srv_110pre1"	"srv_101h"	1	"∂L*M"	500	16526.82	17.4366186900639	0.779789293774524	1.53207494425634
"srv_110pre1"	"srv_101h"	1	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_101h"	1	"DL*M+"	500	16402.55	87.1717001705326	3.89843694591082	7.65937364654327
"srv_110pre1"	"srv_101h"	1	"DL*M"	500	16364.352	94.7186113002788	4.23594507203606	8.32248578163871
"srv_110pre1"	"srv_101k"	0	"∂L*M"	500	16527.87	17.5061712565634	0.782899779108576	1.53818620621239
"srv_110pre1"	"srv_101k"	0	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_101k"	0	"DL*M+"	500	16402.55	87.1717001705326	3.89843694591082	7.65937364654327
"srv_110pre1"	"srv_101k"	0	"DL*M"	500	16366.482	93.5870865104959	4.18534174507245	8.22306393787154
"srv_110pre1"	"srv_102"	0	"∂L*M"	500	16546	0	0	0
"srv_110pre1"	"srv_102"	0	"Adp"	500	16546	0	0	0
"srv_110pre1"	"srv_102"	0	"DL*M+"	500	16411.06	90.1151367737491	4.03007143255588	7.9179997913224
"srv_110pre1"	"srv_102"	0	"DL*M"	500	16403.65	86.6587964028348	3.87549919210106	7.61430716746999
