"Control"	"Treatment"	"Delta"	"Measure"	"Wilcox"	"VD"	"VD.magnitude"
"∂L*M"	"DL*M"	9	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	10	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	10	"EQ_Symbols_Diff"	0	0.1	"large"
"∂L*M"	"DL*M"	10	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	11	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	11	"EQ_Symbols_Diff"	1.92683913232908e-10	0.455694166666667	"negligible"
"∂L*M"	"DL*M"	11	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	12	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	12	"EQ_Symbols_Diff"	7.61573133327815e-56	0.657193333333333	"small"
"∂L*M"	"DL*M"	12	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M"	13	"TQ_Symbols_Diff"	2.95647268113469e-168	0	"large"
"∂L*M"	"DL*M"	13	"EQ_Symbols_Diff"	1.49679301591767e-116	0.906382	"large"
"∂L*M"	"DL*M"	13	"MQ_Symbols_Diff"	2.95647268113469e-168	0	"large"
"∂L*M"	"DL*M+"	1	"TQ_Symbols_Diff"	0	0.0155279722222222	"large"
"∂L*M"	"DL*M+"	1	"EQ_Symbols_Diff"	5.73023761250391e-96	0.590700069444444	"small"
"∂L*M"	"DL*M+"	1	"MQ_Symbols_Diff"	0	0.0155279722222222	"large"
"∂L*M"	"DL*M+"	6	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	6	"EQ_Symbols_Diff"	1.21856698134471e-09	0.51802171875	"negligible"
"∂L*M"	"DL*M+"	6	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	7	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	7	"EQ_Symbols_Diff"	1.00132321021123e-113	0.554	"negligible"
"∂L*M"	"DL*M+"	7	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	5	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	5	"EQ_Symbols_Diff"	2.63109274102075e-174	0.602349714285714	"small"
"∂L*M"	"DL*M+"	5	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	2	"TQ_Symbols_Diff"	0	0.027006365234375	"large"
"∂L*M"	"DL*M+"	2	"EQ_Symbols_Diff"	0	0.57303125	"negligible"
"∂L*M"	"DL*M+"	2	"MQ_Symbols_Diff"	0	0.027006365234375	"large"
"∂L*M"	"DL*M+"	0	"TQ_Symbols_Diff"	0	0.0787937627471384	"large"
"∂L*M"	"DL*M+"	0	"EQ_Symbols_Diff"	0	0.5880044578564	"small"
"∂L*M"	"DL*M+"	0	"MQ_Symbols_Diff"	0	0.0787937627471384	"large"
"∂L*M"	"DL*M+"	4	"TQ_Symbols_Diff"	0	0.00458606	"large"
"∂L*M"	"DL*M+"	4	"EQ_Symbols_Diff"	1.33467228638498e-72	0.539000245	"negligible"
"∂L*M"	"DL*M+"	4	"MQ_Symbols_Diff"	0	0.00458606	"large"
"∂L*M"	"DL*M+"	3	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	3	"EQ_Symbols_Diff"	0	0.7098901	"medium"
"∂L*M"	"DL*M+"	3	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	8	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	8	"EQ_Symbols_Diff"	2.46152635451998e-81	0.557333333333333	"negligible"
"∂L*M"	"DL*M+"	8	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	9	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	9	"EQ_Symbols_Diff"	4.70280262338789e-14	0.530375	"negligible"
"∂L*M"	"DL*M+"	9	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	10	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	10	"EQ_Symbols_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	10	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	11	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	11	"EQ_Symbols_Diff"	1.02466493050621e-241	0.6650275	"medium"
"∂L*M"	"DL*M+"	11	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	12	"TQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	12	"EQ_Symbols_Diff"	2.49460554398811e-52	0.628333333333333	"small"
"∂L*M"	"DL*M+"	12	"MQ_Symbols_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	13	"TQ_Symbols_Diff"	2.58621882129927e-168	0	"large"
"∂L*M"	"DL*M+"	13	"EQ_Symbols_Diff"	2.21078584754581e-72	0.808306	"large"
"∂L*M"	"DL*M+"	13	"MQ_Symbols_Diff"	2.58621882129927e-168	0	"large"
