"Control"	"Treatment"	"Measure"	"grp.mean"
"∂L*M"	"Adp"	"TQ_Resets_Diff"	0.0286575925925926
"∂L*M"	"Adp"	"EQ_Resets_Diff"	0.51573
"∂L*M"	"Adp"	"MQ_Resets_Diff"	0.0286575925925926
"∂L*M"	"DL*M"	"TQ_Resets_Diff"	0.00867773333333333
"∂L*M"	"DL*M"	"EQ_Resets_Diff"	0.514296196296296
"∂L*M"	"DL*M"	"MQ_Resets_Diff"	0.00867773333333333
"∂L*M"	"DL*M+"	"TQ_Resets_Diff"	0.00317333333333333
"∂L*M"	"DL*M+"	"EQ_Resets_Diff"	0.582717805555556
"∂L*M"	"DL*M+"	"MQ_Resets_Diff"	0.00317333333333333
