"SUL"	"Reuse"	"DeltaD"	"Method"	"N"	"EQ_Resets_Diff"	"sd"	"se"	"ci"
"srv_101"	"srv_097"	3362	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_097"	3362	"DL*M"	500	198.556	202.872268135289	9.07272364600143	17.825446803608
"srv_101"	"srv_097c"	3088	"∂L*M"	500	0	0	0	0
"srv_101"	"srv_097c"	3088	"Adp"	500	0	0	0	0
"srv_101"	"srv_097c"	3088	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_097c"	3088	"DL*M"	500	0	0	0	0
"srv_101"	"srv_097e"	2697	"∂L*M"	500	0	0	0	0
"srv_101"	"srv_097e"	2697	"Adp"	500	0	0	0	0
"srv_101"	"srv_097e"	2697	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_097e"	2697	"DL*M"	500	0	0	0	0
"srv_101"	"srv_098f"	1616	"∂L*M"	500	0	0	0	0
"srv_101"	"srv_098f"	1616	"Adp"	500	0	0	0	0
"srv_101"	"srv_098f"	1616	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_098f"	1616	"DL*M"	500	0	0	0	0
"srv_101"	"srv_098l"	860	"∂L*M"	500	24.808	101.957332896967	4.55967054324387	8.95851872953203
"srv_101"	"srv_098l"	860	"Adp"	500	0	0	0	0
"srv_101"	"srv_098l"	860	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_098l"	860	"DL*M"	500	0	0	0	0
"srv_101"	"srv_098m"	748	"∂L*M"	500	0	0	0	0
"srv_101"	"srv_098m"	748	"Adp"	500	0	0	0	0
"srv_101"	"srv_098m"	748	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_098m"	748	"DL*M"	500	0	0	0	0
"srv_101"	"srv_098s"	70	"∂L*M"	500	9.746	65.0457945972649	2.90893636739946	5.71527277754268
"srv_101"	"srv_098s"	70	"Adp"	500	0	0	0	0
"srv_101"	"srv_098s"	70	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_098s"	70	"DL*M"	500	-0.06	0.341516129242919	0.0152730656079954	0.0300074408905118
"srv_101"	"srv_098u"	2	"∂L*M"	500	216.184	221.657967718976	9.91284567148169	19.4760592390852
"srv_101"	"srv_098u"	2	"Adp"	500	0	0	0	0
"srv_101"	"srv_098u"	2	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_098u"	2	"DL*M"	500	0	0	0	0
"srv_101"	"srv_100"	716	"∂L*M"	500	0	0	0	0
"srv_101"	"srv_100"	716	"Adp"	500	0	0	0	0
"srv_101"	"srv_100"	716	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_100"	716	"DL*M"	500	0	0	0	0
"srv_101"	"srv_100f"	70	"∂L*M"	500	8.86	62.0821131853218	2.77639650538431	5.45486781516407
"srv_101"	"srv_100f"	70	"Adp"	500	0	0	0	0
"srv_101"	"srv_100f"	70	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_100f"	70	"DL*M"	500	-0.048	0.306404581452481	0.0137028294549024	0.0269223517697385
"srv_101"	"srv_100h"	2	"∂L*M"	500	217.956	221.693450593544	9.91443251387311	19.4791769549704
"srv_101"	"srv_100h"	2	"Adp"	500	0	0	0	0
"srv_101"	"srv_100h"	2	"DL*M+"	500	0	0	0	0
"srv_101"	"srv_100h"	2	"DL*M"	500	0	0	0	0
"srv_101h"	"null"	0	"L*M"	73	0	0	0	0
"srv_101h"	"srv_097"	4175	"∂L*M"	500	0.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101h"	"srv_097"	4175	"Adp"	500	0	0	0	0
"srv_101h"	"srv_097"	4175	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_097"	4175	"DL*M"	500	3.088	29.7330180224182	1.32970098948707	2.61250261527065
"srv_101h"	"srv_097c"	3901	"∂L*M"	500	0	0	0	0
"srv_101h"	"srv_097c"	3901	"Adp"	500	0	0	0	0
"srv_101h"	"srv_097c"	3901	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_097c"	3901	"DL*M"	500	1	0	0	0
"srv_101h"	"srv_097e"	3510	"∂L*M"	500	0	0	0	0
"srv_101h"	"srv_097e"	3510	"Adp"	500	0	0	0	0
"srv_101h"	"srv_097e"	3510	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_097e"	3510	"DL*M"	500	1	0	0	0
"srv_101h"	"srv_098f"	2429	"∂L*M"	500	0	0	0	0
"srv_101h"	"srv_098f"	2429	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098f"	2429	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098f"	2429	"DL*M"	500	1	0	0	0
"srv_101h"	"srv_098l"	1673	"∂L*M"	500	0.112	0.460303985990821	0.0205854200597917	0.0404447798173004
"srv_101h"	"srv_098l"	1673	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098l"	1673	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098l"	1673	"DL*M"	500	0.944	0.230151992995411	0.0102927100298959	0.0202223899086502
"srv_101h"	"srv_098m"	1561	"∂L*M"	500	0	0	0	0
"srv_101h"	"srv_098m"	1561	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098m"	1561	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098m"	1561	"DL*M"	500	1	0	0	0
"srv_101h"	"srv_098s"	883	"∂L*M"	500	0.044	0.293660472222415	0.0131328955638802	0.0258025859031272
"srv_101h"	"srv_098s"	883	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098s"	883	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098s"	883	"DL*M"	500	0.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_101h"	"srv_098u"	815	"∂L*M"	500	0.976	1.00071317254617	0.0447532535958541	0.0879280326821
"srv_101h"	"srv_098u"	815	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098u"	815	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098u"	815	"DL*M"	500	0	0	0	0
"srv_101h"	"srv_098za"	0	"∂L*M"	500	0.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101h"	"srv_098za"	0	"Adp"	500	0	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M"	500	0	0	0	0
"srv_101h"	"srv_100"	1529	"∂L*M"	500	0	0	0	0
"srv_101h"	"srv_100"	1529	"Adp"	500	0	0	0	0
"srv_101h"	"srv_100"	1529	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_100"	1529	"DL*M"	500	1	0	0	0
"srv_101h"	"srv_100f"	883	"∂L*M"	500	0.04	0.280280420701227	0.0125345214690037	0.0246269427321177
"srv_101h"	"srv_100f"	883	"Adp"	500	0	0	0	0
"srv_101h"	"srv_100f"	883	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_100f"	883	"DL*M"	500	0.98	0.140140210350614	0.00626726073450183	0.0123134713660588
"srv_101h"	"srv_100h"	815	"∂L*M"	500	0.984	1.00087336611081	0.044760417669856	0.0879421081488508
"srv_101h"	"srv_100h"	815	"Adp"	500	0	0	0	0
"srv_101h"	"srv_100h"	815	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_100h"	815	"DL*M"	500	0	0	0	0
"srv_101h"	"srv_100m"	0	"∂L*M"	500	1.028	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101h"	"srv_100m"	0	"Adp"	500	0	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M"	500	0	0	0	0
"srv_101h"	"srv_101"	813	"∂L*M"	500	0.992	1.00096946994377	0.0447647155639242	0.0879505523476459
"srv_101h"	"srv_101"	813	"Adp"	500	0	0	0	0
"srv_101h"	"srv_101"	813	"DL*M+"	500	0	0	0	0
"srv_101h"	"srv_101"	813	"DL*M"	500	0	0	0	0
"srv_101k"	"null"	0	"L*M"	73	0	0	0	0
"srv_101k"	"srv_097"	4392	"∂L*M"	500	0.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101k"	"srv_097"	4392	"Adp"	500	0	0	0	0
"srv_101k"	"srv_097"	4392	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_097"	4392	"DL*M"	500	3.088	29.7330180224182	1.32970098948707	2.61250261527065
"srv_101k"	"srv_097c"	4118	"∂L*M"	500	0	0	0	0
"srv_101k"	"srv_097c"	4118	"Adp"	500	0	0	0	0
"srv_101k"	"srv_097c"	4118	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_097c"	4118	"DL*M"	500	1	0	0	0
"srv_101k"	"srv_097e"	3727	"∂L*M"	500	0	0	0	0
"srv_101k"	"srv_097e"	3727	"Adp"	500	0	0	0	0
"srv_101k"	"srv_097e"	3727	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_097e"	3727	"DL*M"	500	1	0	0	0
"srv_101k"	"srv_098f"	2646	"∂L*M"	500	0	0	0	0
"srv_101k"	"srv_098f"	2646	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098f"	2646	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098f"	2646	"DL*M"	500	1	0	0	0
"srv_101k"	"srv_098l"	1890	"∂L*M"	500	0.112	0.460303985990821	0.0205854200597917	0.0404447798173004
"srv_101k"	"srv_098l"	1890	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098l"	1890	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098l"	1890	"DL*M"	500	0.944	0.230151992995411	0.0102927100298959	0.0202223899086502
"srv_101k"	"srv_098m"	1778	"∂L*M"	500	0	0	0	0
"srv_101k"	"srv_098m"	1778	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098m"	1778	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098m"	1778	"DL*M"	500	1	0	0	0
"srv_101k"	"srv_098s"	1100	"∂L*M"	500	0.044	0.293660472222415	0.0131328955638802	0.0258025859031272
"srv_101k"	"srv_098s"	1100	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098s"	1100	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098s"	1100	"DL*M"	500	0.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_101k"	"srv_098u"	1032	"∂L*M"	500	0.976	1.00071317254617	0.0447532535958541	0.0879280326821
"srv_101k"	"srv_098u"	1032	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098u"	1032	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098u"	1032	"DL*M"	500	0	0	0	0
"srv_101k"	"srv_098za"	217	"∂L*M"	500	0.972	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101k"	"srv_098za"	217	"Adp"	500	0	0	0	0
"srv_101k"	"srv_098za"	217	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_098za"	217	"DL*M"	500	0	0	0	0
"srv_101k"	"srv_100"	1746	"∂L*M"	500	0	0	0	0
"srv_101k"	"srv_100"	1746	"Adp"	500	0	0	0	0
"srv_101k"	"srv_100"	1746	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_100"	1746	"DL*M"	500	1	0	0	0
"srv_101k"	"srv_100f"	1100	"∂L*M"	500	0.04	0.280280420701227	0.0125345214690037	0.0246269427321177
"srv_101k"	"srv_100f"	1100	"Adp"	500	0	0	0	0
"srv_101k"	"srv_100f"	1100	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_100f"	1100	"DL*M"	500	0.98	0.140140210350614	0.00626726073450183	0.0123134713660588
"srv_101k"	"srv_100h"	1032	"∂L*M"	500	0.984	1.00087336611081	0.044760417669856	0.0879421081488508
"srv_101k"	"srv_100h"	1032	"Adp"	500	0	0	0	0
"srv_101k"	"srv_100h"	1032	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_100h"	1032	"DL*M"	500	0	0	0	0
"srv_101k"	"srv_100m"	217	"∂L*M"	500	1.028	1.00060903297629	0.0447485963327063	0.0879188824203119
"srv_101k"	"srv_100m"	217	"Adp"	500	0	0	0	0
"srv_101k"	"srv_100m"	217	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_100m"	217	"DL*M"	500	0	0	0	0
"srv_101k"	"srv_101"	1030	"∂L*M"	500	0.992	1.00096946994377	0.0447647155639242	0.0879505523476459
"srv_101k"	"srv_101"	1030	"Adp"	500	0	0	0	0
"srv_101k"	"srv_101"	1030	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_101"	1030	"DL*M"	500	0	0	0	0
"srv_101k"	"srv_101h"	217	"∂L*M"	500	0.904	0.996378210860794	0.0445593882156871	0.0875471396717909
"srv_101k"	"srv_101h"	217	"Adp"	500	0	0	0	0
"srv_101k"	"srv_101h"	217	"DL*M+"	500	0	0	0	0
"srv_101k"	"srv_101h"	217	"DL*M"	500	0	0	0	0
"srv_102"	"null"	0	"L*M"	73	0	0	0	0
"srv_102"	"srv_097"	4406	"∂L*M"	500	-7.29	7.50456774732218	0.335614472495297	0.65939161815234
"srv_102"	"srv_097"	4406	"Adp"	500	0	0	0	0
"srv_102"	"srv_097"	4406	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_097"	4406	"DL*M"	500	-23.008	24.0739495324756	1.0766197528303	2.11526647130358
"srv_102"	"srv_097c"	4132	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_097c"	4132	"Adp"	500	0	0	0	0
"srv_102"	"srv_097c"	4132	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_097c"	4132	"DL*M"	500	0	0	0	0
"srv_102"	"srv_097e"	3741	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_097e"	3741	"Adp"	500	0	0	0	0
"srv_102"	"srv_097e"	3741	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_097e"	3741	"DL*M"	500	0	0	0	0
"srv_102"	"srv_098f"	2660	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_098f"	2660	"Adp"	500	0	0	0	0
"srv_102"	"srv_098f"	2660	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098f"	2660	"DL*M"	500	0	0	0	0
"srv_102"	"srv_098l"	1904	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_098l"	1904	"Adp"	500	0	0	0	0
"srv_102"	"srv_098l"	1904	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098l"	1904	"DL*M"	500	0	0	0	0
"srv_102"	"srv_098m"	1792	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_098m"	1792	"Adp"	500	0	0	0	0
"srv_102"	"srv_098m"	1792	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098m"	1792	"DL*M"	500	0	0	0	0
"srv_102"	"srv_098s"	1114	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_098s"	1114	"Adp"	500	0	0	0	0
"srv_102"	"srv_098s"	1114	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098s"	1114	"DL*M"	500	0	0	0	0
"srv_102"	"srv_098u"	1046	"∂L*M"	500	-7.68	7.50534879409625	0.335649401968906	0.65946024511575
"srv_102"	"srv_098u"	1046	"Adp"	500	0	0	0	0
"srv_102"	"srv_098u"	1046	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098u"	1046	"DL*M"	500	-24.954	24.5945047383893	1.09989968935958	2.161005246823
"srv_102"	"srv_098za"	231	"∂L*M"	500	-7.71	7.50456774732218	0.335614472495297	0.65939161815234
"srv_102"	"srv_098za"	231	"Adp"	500	0	0	0	0
"srv_102"	"srv_098za"	231	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_098za"	231	"DL*M"	500	-24.544	24.2449933678443	1.08426906569063	2.13029530110114
"srv_102"	"srv_100"	1760	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_100"	1760	"Adp"	500	0	0	0	0
"srv_102"	"srv_100"	1760	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_100"	1760	"DL*M"	500	0	0	0	0
"srv_102"	"srv_100f"	1114	"∂L*M"	500	0	0	0	0
"srv_102"	"srv_100f"	1114	"Adp"	500	0	0	0	0
"srv_102"	"srv_100f"	1114	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_100f"	1114	"DL*M"	500	0	0	0	0
"srv_102"	"srv_100h"	1046	"∂L*M"	500	-7.62	7.50655024583106	0.33570313252392	0.659565811116381
"srv_102"	"srv_100h"	1046	"Adp"	500	0	0	0	0
"srv_102"	"srv_100h"	1046	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_100h"	1046	"DL*M"	500	-24.006	24.0659157440809	1.07626047089095	2.11456057951769
"srv_102"	"srv_100m"	231	"∂L*M"	500	-7.29	7.50456774732218	0.335614472495297	0.65939161815234
"srv_102"	"srv_100m"	231	"Adp"	500	0	0	0	0
"srv_102"	"srv_100m"	231	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_100m"	231	"DL*M"	500	-22.906	23.9950972781269	1.07309337281224	2.10833808883832
"srv_102"	"srv_101"	1044	"∂L*M"	500	-7.56	7.5072710245783	0.335735366729431	0.659629142607344
"srv_102"	"srv_101"	1044	"Adp"	500	0	0	0	0
"srv_102"	"srv_101"	1044	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_101"	1044	"DL*M"	500	-23.908	24.13164330121	1.07919989660566	2.12033575561201
"srv_102"	"srv_101h"	231	"∂L*M"	500	-8.22	7.47283658145595	0.334195411617653	0.656603547538431
"srv_102"	"srv_101h"	231	"Adp"	500	0	0	0	0
"srv_102"	"srv_101h"	231	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_101h"	231	"DL*M"	500	-26.312	24.2600857277759	1.08494401654559	2.13162139688335
"srv_102"	"srv_101k"	14	"∂L*M"	500	-7.77	7.50264482424148	0.335528476760818	0.659222659805309
"srv_102"	"srv_101k"	14	"Adp"	500	0	0	0	0
"srv_102"	"srv_101k"	14	"DL*M+"	500	0	0	0	0
"srv_102"	"srv_101k"	14	"DL*M"	500	-24.608	24.1532004127892	1.08016395994345	2.12222987918655
"srv_110pre1"	"null"	0	"L*M"	73	0	0	0	0
"srv_110pre1"	"srv_097"	4728	"∂L*M"	500	-5.832	6.00365419785774	0.268491577996238	0.527513294521872
"srv_110pre1"	"srv_097"	4728	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_097"	4728	"DL*M+"	500	-37.464	22.3228430681509	0.998307891028905	1.96140485475943
"srv_110pre1"	"srv_097"	4728	"DL*M"	500	-49.736	25.1302479638672	1.12385885477265	2.2080785232936
"srv_110pre1"	"srv_097c"	4454	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_097c"	4454	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_097c"	4454	"DL*M+"	500	-38.5	21.0626986530477	0.941952519556159	1.85068180008689
"srv_110pre1"	"srv_097c"	4454	"DL*M"	500	-38.5	21.0626986530477	0.941952519556159	1.85068180008689
"srv_110pre1"	"srv_097e"	4063	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_097e"	4063	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_097e"	4063	"DL*M+"	500	-34.5	23.1478215667603	1.03520205108623	2.03389189537986
"srv_110pre1"	"srv_097e"	4063	"DL*M"	500	-34.5	23.1478215667603	1.03520205108623	2.03389189537986
"srv_110pre1"	"srv_098f"	2982	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_098f"	2982	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098f"	2982	"DL*M+"	500	-34.4	23.188691874742	1.0370298268244	2.03748298009277
"srv_110pre1"	"srv_098f"	2982	"DL*M"	500	-34.4	23.188691874742	1.0370298268244	2.03748298009277
"srv_110pre1"	"srv_098l"	2226	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_098l"	2226	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098l"	2226	"DL*M+"	500	-36.5	22.2202042058551	0.993717741564374	1.95238645319743
"srv_110pre1"	"srv_098l"	2226	"DL*M"	500	-36.5	22.2202042058551	0.993717741564374	1.95238645319743
"srv_110pre1"	"srv_098m"	2114	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_098m"	2114	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098m"	2114	"DL*M+"	500	-34.1	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098m"	2114	"DL*M"	500	-34.1	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098s"	1436	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_098s"	1436	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098s"	1436	"DL*M+"	500	-37.1	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098s"	1436	"DL*M"	500	-37.1	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098u"	1368	"∂L*M"	500	-6.144	6.004279035277	0.268519521575125	0.5275681960926
"srv_110pre1"	"srv_098u"	1368	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098u"	1368	"DL*M+"	500	-36.512	22.7424778024116	1.01707452685945	1.99827621574566
"srv_110pre1"	"srv_098u"	1368	"DL*M"	500	-49.512	26.3450560819278	1.1781867254047	2.31481808747415
"srv_110pre1"	"srv_098za"	553	"∂L*M"	500	-6.168	6.00365419785774	0.268491577996238	0.527513294521872
"srv_110pre1"	"srv_098za"	553	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_098za"	553	"DL*M+"	500	-37.208	22.1981587638482	0.992731839425945	1.95044942228942
"srv_110pre1"	"srv_098za"	553	"DL*M"	500	-50.364	24.8790965046115	1.11262702006177	2.18601100752242
"srv_110pre1"	"srv_100"	2082	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_100"	2082	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_100"	2082	"DL*M+"	500	-35.3	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100"	2082	"DL*M"	500	-35.3	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100f"	1436	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_100f"	1436	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_100f"	1436	"DL*M+"	500	-36.4	22.2717773006165	0.996024160478305	1.95691794222556
"srv_110pre1"	"srv_100f"	1436	"DL*M"	500	-36.4	22.2717773006165	0.996024160478305	1.95691794222556
"srv_110pre1"	"srv_100h"	1368	"∂L*M"	500	-6.096	6.00524019666485	0.268562506019136	0.527652648893105
"srv_110pre1"	"srv_100h"	1368	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_100h"	1368	"DL*M+"	500	-37.424	22.7839074101381	1.0189273152426	2.00191644353732
"srv_110pre1"	"srv_100h"	1368	"DL*M"	500	-50.008	25.7202449054435	1.15024432013029	2.25991882257662
"srv_110pre1"	"srv_100m"	553	"∂L*M"	500	-5.832	6.00365419785774	0.268491577996238	0.527513294521872
"srv_110pre1"	"srv_100m"	553	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_100m"	553	"DL*M+"	500	-35.56	23.1152553535565	1.03374564575636	2.03103045302307
"srv_110pre1"	"srv_100m"	553	"DL*M"	500	-47.936	26.0967043888672	1.16708010004448	2.29299657419425
"srv_110pre1"	"srv_101"	1366	"∂L*M"	500	-6.048	6.00581681966264	0.268588293383545	0.527703314085875
"srv_110pre1"	"srv_101"	1366	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_101"	1366	"DL*M+"	500	-34.416	23.8556729156928	1.0668581257698	2.09608751571396
"srv_110pre1"	"srv_101"	1366	"DL*M"	500	-47.104	26.7909068412915	1.19812577751984	2.3539929291932
"srv_110pre1"	"srv_101h"	553	"∂L*M"	500	-6.576	5.97826926516476	0.267356329294122	0.525282838030745
"srv_110pre1"	"srv_101h"	553	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_101h"	553	"DL*M+"	500	-36.86	22.4746662098124	1.00509762833516	1.97474485120212
"srv_110pre1"	"srv_101h"	553	"DL*M"	500	-50.848	26.1207481318191	1.16815536891796	2.29510918655319
"srv_110pre1"	"srv_101k"	336	"∂L*M"	500	-6.216	6.00211585939318	0.268422781408654	0.527378127844247
"srv_110pre1"	"srv_101k"	336	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_101k"	336	"DL*M+"	500	-36.86	22.4746662098124	1.00509762833516	1.97474485120212
"srv_110pre1"	"srv_101k"	336	"DL*M"	500	-50.068	25.7427417635926	1.15125041021232	2.26189551733077
"srv_110pre1"	"srv_102"	322	"∂L*M"	500	0	0	0	0
"srv_110pre1"	"srv_102"	322	"Adp"	500	0	0	0	0
"srv_110pre1"	"srv_102"	322	"DL*M+"	500	-34.6	23.1064453266023	1.0333516493733	2.03025635674933
"srv_110pre1"	"srv_102"	322	"DL*M"	500	-36.5	22.2202042058551	0.993717741564374	1.95238645319743
