"SUL"	"Reuse"	"DeltaD"	"Method"	"N"	"MQ_Symbols"	"sd"	"se"	"ci"
"srv_102"	"srv_098za"	231	"∂L*M"	500	1106.964	117.780266115221	5.267293628833	10.3488066035304
"srv_102"	"srv_098za"	231	"Adp"	500	1281	0	0	0
"srv_102"	"srv_098za"	231	"DL*M+"	500	2317.546	463.035423581157	20.7075736623575	40.6847785904764
"srv_102"	"srv_098za"	231	"DL*M"	500	2258.456	405.730080052884	18.1448007902936	35.6496234063065
"srv_102"	"srv_100"	1760	"∂L*M"	500	1227.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_102"	"srv_100"	1760	"Adp"	500	1281	0	0	0
"srv_102"	"srv_100"	1760	"DL*M+"	500	2081.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_102"	"srv_100"	1760	"DL*M"	500	2081.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_102"	"srv_100f"	1114	"∂L*M"	500	1226.694	21.7504604332441	0.972710161413066	1.91111224304063
"srv_102"	"srv_100f"	1114	"Adp"	500	1281	0	0	0
"srv_102"	"srv_100f"	1114	"DL*M+"	500	2082.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_102"	"srv_100f"	1114	"DL*M"	500	2082.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_102"	"srv_100h"	1046	"∂L*M"	500	1109.796	117.168884431652	5.23995180873983	10.2950873259902
"srv_102"	"srv_100h"	1046	"Adp"	500	1281	0	0	0
"srv_102"	"srv_100h"	1046	"DL*M+"	500	3035.984	469.249039494097	20.9854550137057	41.2307402486775
"srv_102"	"srv_100h"	1046	"DL*M"	500	2975.184	409.887621022806	18.3307316748533	36.0149272798933
"srv_102"	"srv_100m"	231	"∂L*M"	500	1116.708	118.675163048758	5.30731463635788	10.4274370532715
"srv_102"	"srv_100m"	231	"Adp"	500	1281	0	0	0
"srv_102"	"srv_100m"	231	"DL*M+"	500	2289.91	469.14586386663	20.9808408593729	41.2216746840454
"srv_102"	"srv_100m"	231	"DL*M"	500	2234.284	412.100717478984	18.4297043571889	36.2093818177829
"srv_102"	"srv_101"	1044	"∂L*M"	500	1110.858	118.202934411151	5.28619592966564	10.3859445095336
"srv_102"	"srv_101"	1044	"Adp"	500	1281	0	0	0
"srv_102"	"srv_101"	1044	"DL*M+"	500	3725.904	495.714078556741	22.1690075411309	43.5561006850875
"srv_102"	"srv_101"	1044	"DL*M"	500	3665.528	436.724147693205	19.5308976331533	38.3729286122282
"srv_102"	"srv_101h"	231	"∂L*M"	500	1099.05	118.604441430556	5.3041518694423	10.4212230721556
"srv_102"	"srv_101h"	231	"Adp"	500	1281	0	0	0
"srv_102"	"srv_101h"	231	"DL*M+"	500	2348.024	467.275323422669	20.8971877476257	41.0573189567481
"srv_102"	"srv_101h"	231	"DL*M"	500	2285.212	410.412939144509	18.3542246154521	36.0610845507685
"srv_102"	"srv_101k"	14	"∂L*M"	500	1107.078	117.823191796225	5.26921332364711	10.3525782843534
"srv_102"	"srv_101k"	14	"Adp"	500	1281	0	0	0
"srv_102"	"srv_101k"	14	"DL*M+"	500	1951.222	445.138424706631	19.907195540824	39.1122521711959
"srv_102"	"srv_101k"	14	"DL*M"	500	1891.688	387.879826977832	17.3465132044658	34.0812043239699
"srv_110pre1"	"null"	0	"L*M"	73	1134	0	0	0
"srv_110pre1"	"srv_097"	4728	"∂L*M"	500	1050.562	181.545475502285	8.11896048461263	15.9515602883861
"srv_110pre1"	"srv_097"	4728	"Adp"	500	1316	0	0	0
"srv_110pre1"	"srv_097"	4728	"DL*M+"	500	6096.364	692.725608767342	30.979631019174	60.866591585325
"srv_110pre1"	"srv_097"	4728	"DL*M"	500	5911.062	501.418962653205	22.4241377139999	44.0573624342511
"srv_110pre1"	"srv_097c"	4454	"∂L*M"	500	1220.952	36.4522596070658	1.63019460829738	3.20289125995152
"srv_110pre1"	"srv_097c"	4454	"Adp"	500	1316	0	0	0
"srv_110pre1"	"srv_097c"	4454	"DL*M+"	500	4338.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_110pre1"	"srv_097c"	4454	"DL*M"	500	4338.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_110pre1"	"srv_097e"	4063	"∂L*M"	500	1219.644	34.9394733445596	1.56254074992954	3.06996973600252
"srv_110pre1"	"srv_097e"	4063	"Adp"	500	1316	0	0	0
"srv_110pre1"	"srv_097e"	4063	"DL*M+"	500	4335.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_110pre1"	"srv_097e"	4063	"DL*M"	500	4335.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_110pre1"	"srv_098f"	2982	"∂L*M"	500	1225.094	40.5974070960924	1.8155712395419	3.56710617575992
"srv_110pre1"	"srv_098f"	2982	"Adp"	500	1316	0	0	0
"srv_110pre1"	"srv_098f"	2982	"DL*M+"	500	4332.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_110pre1"	"srv_098f"	2982	"DL*M"	500	4332.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_110pre1"	"srv_098l"	2226	"∂L*M"	500	1064.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_110pre1"	"srv_098l"	2226	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_098l"	2226	"DL*M+"	500	2424.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_110pre1"	"srv_098l"	2226	"DL*M"	500	2424.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_110pre1"	"srv_098m"	2114	"∂L*M"	500	1064.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_110pre1"	"srv_098m"	2114	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_098m"	2114	"DL*M+"	500	2078.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_110pre1"	"srv_098m"	2114	"DL*M"	500	2078.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_110pre1"	"srv_098s"	1436	"∂L*M"	500	1060.416	27.7125768891251	1.23934411511547	2.43497580851499
"srv_110pre1"	"srv_098s"	1436	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_098s"	1436	"DL*M+"	500	2085.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_110pre1"	"srv_098s"	1436	"DL*M"	500	2085.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_110pre1"	"srv_098u"	1368	"∂L*M"	500	935.368	122.38714721574	5.47331961493338	10.753591913729
"srv_110pre1"	"srv_098u"	1368	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_098u"	1368	"DL*M+"	500	3045.272	484.119308668898	21.6504736680772	42.5373219444763
"srv_110pre1"	"srv_098u"	1368	"DL*M"	500	2907.996	346.361956909804	15.4897776094035	30.433221329058
"srv_110pre1"	"srv_098za"	553	"∂L*M"	500	938.084	121.554135098396	5.43606618052412	10.6803989962299
"srv_110pre1"	"srv_098za"	553	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_098za"	553	"DL*M+"	500	2322.442	471.289505752531	21.0767074388987	41.4100265704532
"srv_110pre1"	"srv_098za"	553	"DL*M"	500	2190.892	340.997993541309	15.249893874988	29.9619147056321
"srv_110pre1"	"srv_100"	2082	"∂L*M"	500	1063.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_110pre1"	"srv_100"	2082	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_100"	2082	"DL*M+"	500	2081.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_110pre1"	"srv_100"	2082	"DL*M"	500	2081.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_110pre1"	"srv_100f"	1436	"∂L*M"	500	1061.592	29.0006139109921	1.29694688188409	2.5481496573875
"srv_110pre1"	"srv_100f"	1436	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_100f"	1436	"DL*M+"	500	2082.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_110pre1"	"srv_100f"	1436	"DL*M"	500	2082.738	30.3532534663417	1.35743876178042	2.66699983173593
"srv_110pre1"	"srv_100h"	1368	"∂L*M"	500	941.024	121.045244956807	5.41330792153066	10.6356851758978
"srv_110pre1"	"srv_100h"	1368	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_100h"	1368	"DL*M+"	500	3050.68	493.65164386537	22.0767726577497	43.3748840988342
"srv_110pre1"	"srv_100h"	1368	"DL*M"	500	2907.592	344.158905508024	15.3912541555574	30.239649403585
"srv_110pre1"	"srv_100m"	553	"∂L*M"	500	948.612	123.291081744283	5.51374479599398	10.8330164550948
"srv_110pre1"	"srv_100m"	553	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_100m"	553	"DL*M+"	500	2296.03	479.655367574769	21.4508401533966	42.1450961107572
"srv_110pre1"	"srv_100m"	553	"DL*M"	500	2171.22	347.9297887157	15.5598931793089	30.570979450017
"srv_110pre1"	"srv_101"	1366	"∂L*M"	500	942.312	122.365064761754	5.47233205756893	10.7516516307498
"srv_110pre1"	"srv_101"	1366	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_101"	1366	"DL*M+"	500	3735.568	510.858365807815	22.8462806564146	44.8867590804112
"srv_110pre1"	"srv_101"	1366	"DL*M"	500	3601.276	374.41284938898	16.744251657663	32.8979233619048
"srv_110pre1"	"srv_101h"	553	"∂L*M"	500	930.16	122.635416134904	5.48442253853241	10.7754061540499
"srv_110pre1"	"srv_101h"	553	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_101h"	553	"DL*M+"	500	2354.144	477.079571034221	21.3356470301792	41.9187727959322
"srv_110pre1"	"srv_101h"	553	"DL*M"	500	2211.334	344.125510792729	15.3897606984876	30.2367151645858
"srv_110pre1"	"srv_101k"	336	"∂L*M"	500	938.308	121.78298455307	5.44630063926943	10.7005069381277
"srv_110pre1"	"srv_101k"	336	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_101k"	336	"DL*M+"	500	1957.342	455.484138732925	20.3698699375953	40.0212821569901
"srv_110pre1"	"srv_101k"	336	"DL*M"	500	1822.636	322.090751821311	14.4043363199293	28.3006229254366
"srv_110pre1"	"srv_102"	322	"∂L*M"	500	1060.752	28.0916496054452	1.25629676235761	2.46828317280668
"srv_110pre1"	"srv_102"	322	"Adp"	500	1134	0	0	0
"srv_110pre1"	"srv_102"	322	"DL*M+"	500	1308.468	50.694267857295	2.26711657996989	4.45427057746232
"srv_110pre1"	"srv_102"	322	"DL*M"	500	1305.276	41.8365919363624	1.87098927033252	3.6759876096449
