"Control"	"Treatment"	"Measure"	"grp.mean"
"∂L*M"	"Adp"	"TQ_Symbols_Diff"	0.0592312962962963
"∂L*M"	"Adp"	"EQ_Symbols_Diff"	0.51573
"∂L*M"	"Adp"	"MQ_Symbols_Diff"	0.0592312962962963
"∂L*M"	"DL*M"	"TQ_Symbols_Diff"	0.0111950257777778
"∂L*M"	"DL*M"	"EQ_Symbols_Diff"	0.507827262962963
"∂L*M"	"DL*M"	"MQ_Symbols_Diff"	0.0111950257777778
"∂L*M"	"DL*M+"	"TQ_Symbols_Diff"	0.00466050355555556
"∂L*M"	"DL*M+"	"EQ_Symbols_Diff"	0.582326138888889
"∂L*M"	"DL*M+"	"MQ_Symbols_Diff"	0.00466050355555556
