"Control"	"Treatment"	"Delta"	"Measure"	"Wilcox"	"VD"	"VD.magnitude"
"∂L*M"	"DL*M+"	380	"TQ_Resets_Diff"	3.40351941071215e-205	0	"large"
"∂L*M"	"DL*M+"	380	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	380	"MQ_Resets_Diff"	3.40351941071215e-205	0	"large"
"∂L*M"	"DL*M+"	272	"TQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	272	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	272	"MQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	256	"TQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	256	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	256	"MQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	159	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	159	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	159	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	149	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	149	"EQ_Resets_Diff"	4.64246761935789e-224	0.246	"large"
"∂L*M"	"DL*M+"	149	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	33	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	33	"EQ_Resets_Diff"	9.04151868856556e-229	0.242	"large"
"∂L*M"	"DL*M+"	33	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	251	"TQ_Resets_Diff"	7.69030417758545e-206	0	"large"
"∂L*M"	"DL*M+"	251	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	251	"MQ_Resets_Diff"	7.69030417758545e-206	0	"large"
"∂L*M"	"DL*M+"	2	"TQ_Resets_Diff"	8.32790388704544e-174	0	"large"
"∂L*M"	"DL*M+"	2	"EQ_Resets_Diff"	6.41633026497442e-78	0.241	"large"
"∂L*M"	"DL*M+"	2	"MQ_Resets_Diff"	8.32790388704544e-174	0	"large"
"∂L*M"	"DL*M+"	636	"TQ_Resets_Diff"	8.94448472225878e-208	0	"large"
"∂L*M"	"DL*M+"	636	"EQ_Resets_Diff"	5.04452197808204e-138	0.885	"large"
"∂L*M"	"DL*M+"	636	"MQ_Resets_Diff"	8.94448472225878e-208	0	"large"
"∂L*M"	"DL*M+"	675	"TQ_Resets_Diff"	1.93260960574826e-173	0	"large"
"∂L*M"	"DL*M+"	675	"EQ_Resets_Diff"	2.21078584754581e-72	0.808306	"large"
"∂L*M"	"DL*M+"	675	"MQ_Resets_Diff"	1.93260960574826e-173	0	"large"
"∂L*M"	"DL*M+"	580	"TQ_Resets_Diff"	1.15904619721295e-208	0	"large"
"∂L*M"	"DL*M+"	580	"EQ_Resets_Diff"	1.90978801698926e-116	0.845	"large"
"∂L*M"	"DL*M+"	580	"MQ_Resets_Diff"	1.15904619721295e-208	0	"large"
"∂L*M"	"DL*M+"	426	"TQ_Resets_Diff"	3.40351941071215e-205	0	"large"
"∂L*M"	"DL*M+"	426	"EQ_Resets_Diff"	6.12076100514316e-116	0.844	"large"
"∂L*M"	"DL*M+"	426	"MQ_Resets_Diff"	3.40351941071215e-205	0	"large"
"∂L*M"	"DL*M+"	302	"TQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	302	"EQ_Resets_Diff"	1.97279000086137e-114	0.841	"large"
"∂L*M"	"DL*M+"	302	"MQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	205	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	205	"EQ_Resets_Diff"	1.44147640028665e-254	0.8675	"large"
"∂L*M"	"DL*M+"	205	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	195	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	195	"EQ_Resets_Diff"	1.1572020037545e-180	0.783853333333333	"large"
"∂L*M"	"DL*M+"	195	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	79	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	79	"EQ_Resets_Diff"	1.77654811190105e-191	0.792308	"large"
"∂L*M"	"DL*M+"	79	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	297	"TQ_Resets_Diff"	7.69030417758545e-206	0	"large"
"∂L*M"	"DL*M+"	297	"EQ_Resets_Diff"	1.50760062163269e-120	0.853	"large"
"∂L*M"	"DL*M+"	297	"MQ_Resets_Diff"	7.69030417758545e-206	0	"large"
"∂L*M"	"DL*M+"	48	"TQ_Resets_Diff"	1.25612880736344e-173	0	"large"
"∂L*M"	"DL*M+"	48	"EQ_Resets_Diff"	6.61867063468435e-67	0.796588	"large"
"∂L*M"	"DL*M+"	48	"MQ_Resets_Diff"	1.25612880736344e-173	0	"large"
"∂L*M"	"DL*M+"	46	"TQ_Resets_Diff"	9.25647721955688e-197	0	"large"
"∂L*M"	"DL*M+"	46	"EQ_Resets_Diff"	5.93775510943784e-117	0.846	"large"
"∂L*M"	"DL*M+"	46	"MQ_Resets_Diff"	9.25647721955688e-197	0	"large"
"∂L*M"	"DL*M+"	588	"TQ_Resets_Diff"	8.94448472225878e-208	0	"large"
"∂L*M"	"DL*M+"	588	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	588	"MQ_Resets_Diff"	8.94448472225878e-208	0	"large"
"∂L*M"	"DL*M+"	627	"TQ_Resets_Diff"	1.1713491589037e-173	0	"large"
"∂L*M"	"DL*M+"	627	"EQ_Resets_Diff"	1.03107028649817e-71	0.743	"large"
"∂L*M"	"DL*M+"	627	"MQ_Resets_Diff"	1.1713491589037e-173	0	"large"
"∂L*M"	"DL*M+"	532	"TQ_Resets_Diff"	1.15904619721295e-208	0	"large"
"∂L*M"	"DL*M+"	532	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	532	"MQ_Resets_Diff"	1.15904619721295e-208	0	"large"
"∂L*M"	"DL*M+"	270	"TQ_Resets_Diff"	9.2187934163133e-197	0	"large"
"∂L*M"	"DL*M+"	270	"EQ_Resets_Diff"	8.13497097736607e-08	0.528	"negligible"
"∂L*M"	"DL*M+"	270	"MQ_Resets_Diff"	9.2187934163133e-197	0	"large"
"∂L*M"	"DL*M+"	254	"TQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	254	"EQ_Resets_Diff"	NA	0.5	"negligible"
"∂L*M"	"DL*M+"	254	"MQ_Resets_Diff"	8.09979653768824e-205	0	"large"
"∂L*M"	"DL*M+"	157	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	157	"EQ_Resets_Diff"	4.11566596696329e-06	0.5105	"negligible"
"∂L*M"	"DL*M+"	157	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	147	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	147	"EQ_Resets_Diff"	8.67193434582107e-215	0.746	"large"
"∂L*M"	"DL*M+"	147	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	31	"TQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	31	"EQ_Resets_Diff"	3.16635904318963e-210	0.742	"large"
"∂L*M"	"DL*M+"	31	"MQ_Resets_Diff"	0	0	"large"
"∂L*M"	"DL*M+"	39	"TQ_Resets_Diff"	1.33880835074254e-166	0	"large"
"∂L*M"	"DL*M+"	39	"EQ_Resets_Diff"	2.67918182907386e-115	0.907568	"large"
"∂L*M"	"DL*M+"	39	"MQ_Resets_Diff"	1.33880835074254e-166	0	"large"
