"EqO"	"SUL"	"Method"	"Reused"	"EQs"	"MQs"	"TQs"	"Rounds"	"PrefIni"	"SuffIni"	"PrefEnd"	"SuffEnd"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_098l"	0	317	317	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_098s"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_098s"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_098s"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_098s"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_098u"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_098u"	1276	818	2094	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_098u"	1276	818	2094	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_098u"	1276	363	1639	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_098za"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_098za"	1276	694	1970	3	"9"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_098za"	1329	717	2046	3	"9"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_098za"	1276	355	1631	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_100"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_100"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_100"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_100"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_101"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_101"	1276	916	2192	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_101"	1276	363	1639	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_101"	1276	916	2192	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_101k"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_101k"	1276	645	1921	3	"8"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_101k"	1329	717	2046	3	"8"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_101k"	1276	355	1631	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_102"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_102"	105	434	539	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_102"	0	497	497	1	"7"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_102"	105	304	409	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_110pre1"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_110pre1"	107	413	520	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_110pre1"	0	497	497	1	"6"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_110pre1"	107	299	406	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_097c"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_097c"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_097"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_097"	0	335	335	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_097e"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_097e"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_098l"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_098l"	0	317	317	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_098m"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_098m"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_098m"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_098m"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_098u"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_098u"	1097	818	1915	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_098u"	0	840	840	1	"12"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_098u"	1097	363	1460	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_098za"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_098za"	60	643	703	3	"9"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_098za"	0	742	742	1	"9"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_098za"	60	301	361	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_100"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_100"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_100"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_100"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_101"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_101"	1097	916	2013	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_101"	0	938	938	1	"14"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_101"	1097	363	1460	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_101k"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_101k"	60	594	654	3	"8"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_101k"	0	693	693	1	"8"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_101k"	60	301	361	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_102"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_102"	15	482	497	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_102"	0	497	497	1	"7"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_102"	15	310	325	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"Adp"	"srv_110pre1"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M"	"srv_110pre1"	96	452	548	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_098s"	"DL*M+"	"srv_110pre1"	0	497	497	1	"6"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098s"	"∂L*M"	"srv_110pre1"	96	302	398	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_097c"	0	668	668	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_097c"	0	834	834	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_097c"	0	888	888	1	"14"	"8"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_097c"	0	383	383	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_097"	0	668	668	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_097"	0	999	999	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_097"	0	1053	1053	1	"17"	"8"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_097"	0	391	391	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_097e"	0	668	668	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_097e"	0	834	834	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_097e"	0	888	888	1	"14"	"8"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_097e"	0	383	383	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_098l"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_098l"	0	602	602	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_098l"	0	644	644	1	"11"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_098l"	0	373	373	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_098m"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_098m"	0	553	553	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_098m"	0	595	595	1	"10"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_098m"	0	370	370	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_098s"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_098s"	0	553	553	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_098s"	0	595	595	1	"10"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_098s"	0	370	370	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_098za"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_098za"	116	532	648	2	"9"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_098za"	0	595	595	1	"9"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_098za"	116	367	483	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_100"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_100"	0	553	553	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_100"	0	595	595	1	"10"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_100"	0	370	370	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_101"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_101"	0	693	693	1	"14"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_101"	0	693	693	1	"14"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_101"	0	379	379	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_101k"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_101k"	116	511	627	2	"8"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_101k"	0	595	595	1	"8"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_101k"	116	363	479	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_102"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_102"	116	490	606	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_102"	0	595	595	1	"7"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_102"	116	359	475	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"Adp"	"srv_110pre1"	0	595	595	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M"	"srv_110pre1"	118	469	587	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_098u"	"DL*M+"	"srv_110pre1"	0	595	595	1	"6"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_098u"	"∂L*M"	"srv_110pre1"	118	353	471	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_097c"	0	503	503	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_097c"	0	799	799	1	"14"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_097c"	0	833	833	1	"14"	"8"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_097c"	0	241	241	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_097"	0	503	503	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_097"	0	964	964	1	"17"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_097"	0	998	998	1	"17"	"8"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_097"	0	246	246	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_097e"	0	503	503	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_097e"	0	799	799	1	"14"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_097e"	0	833	833	1	"14"	"8"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_097e"	0	241	241	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_098l"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_098l"	0	567	567	1	"11"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_098l"	0	595	595	1	"11"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_098l"	0	232	232	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_098m"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_098m"	0	518	518	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_098m"	0	546	546	1	"10"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_098m"	0	228	228	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_098s"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_098s"	0	518	518	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_098s"	0	546	546	1	"10"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_098s"	0	228	228	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_098u"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_098u"	0	595	595	1	"12"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_098u"	0	595	595	1	"12"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_098u"	0	232	232	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_100"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_100"	0	518	518	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_100"	0	546	546	1	"10"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_100"	0	228	228	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_101"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_101"	0	693	693	1	"14"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_101"	0	693	693	1	"14"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_101"	0	232	232	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_101k"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_101k"	0	420	420	1	"8"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_101k"	0	448	448	1	"8"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_101k"	0	224	224	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_102"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_102"	0	392	392	1	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_102"	0	448	448	1	"7"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_102"	0	220	220	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"Adp"	"srv_110pre1"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M"	"srv_110pre1"	68	364	432	2	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_098za"	"DL*M+"	"srv_110pre1"	0	448	448	1	"6"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_098za"	"∂L*M"	"srv_110pre1"	68	214	282	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_097c"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_097c"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_097"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_097"	0	335	335	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_097e"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_097e"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_098l"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_098l"	0	317	317	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_098m"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_098m"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_098m"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_098m"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_098s"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_098s"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_098s"	0	497	497	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_098u"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_098s"	0	314	314	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_098u"	1276	818	2094	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_098u"	1276	818	2094	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_098u"	1276	363	1639	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_098za"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_098za"	1276	694	1970	3	"9"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_098za"	1329	717	2046	3	"9"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_098za"	1276	355	1631	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_101"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_101"	1276	916	2192	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_101"	1276	916	2192	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_101"	1276	363	1639	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_101k"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_101k"	1276	645	1921	3	"8"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_101k"	1329	717	2046	3	"8"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_101k"	1276	355	1631	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_102"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_102"	105	434	539	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_102"	0	497	497	1	"7"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_102"	105	304	409	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_100"	"Adp"	"srv_110pre1"	0	497	497	1	"null"	"null"	"null"	"null"
