"Control"	"Treatment"	"Measure"	"grp.mean"
"∂L*M"	"Adp"	"TQ_Resets_Diff"	0.0517076683036059
"∂L*M"	"Adp"	"EQ_Resets_Diff"	0.503432262864823
"∂L*M"	"Adp"	"MQ_Resets_Diff"	0.0517076683036059
"∂L*M"	"DL*M"	"TQ_Resets_Diff"	0.0275774758685846
"∂L*M"	"DL*M"	"EQ_Resets_Diff"	0.488062911594102
"∂L*M"	"DL*M"	"MQ_Resets_Diff"	0.0275774758685846
"∂L*M"	"DL*M+"	"TQ_Resets_Diff"	0.00410860441332761
"∂L*M"	"DL*M+"	"EQ_Resets_Diff"	0.597493771555059
"∂L*M"	"DL*M+"	"MQ_Resets_Diff"	0.00410860441332761
