"Control"	"Treatment"	"DeltaQ"	"Measure"	"Wilcox"	"VD"	"VD.magnitude"
"DL*M"	"Adp"	-3	"MQ_Resets_Diff"	0	0.668818181818182	"medium"
"DL*M"	"Adp"	-4	"TQ_Resets_Diff"	0	0.858521739130435	"large"
"DL*M"	"Adp"	-4	"EQ_Resets_Diff"	0	0.297391304347826	"medium"
"DL*M"	"Adp"	-4	"MQ_Resets_Diff"	0	0.858521739130435	"large"
"DL*M"	"Adp"	-2	"TQ_Resets_Diff"	8.50894728409677e-53	0.550074074074074	"negligible"
"DL*M"	"Adp"	-2	"EQ_Resets_Diff"	1.72190432587917e-23	0.471074074074074	"negligible"
"DL*M"	"Adp"	-2	"MQ_Resets_Diff"	8.50894728409677e-53	0.550074074074074	"negligible"
"DL*M"	"Adp"	-5	"TQ_Resets_Diff"	0	0.309294117647059	"medium"
"DL*M"	"Adp"	-5	"EQ_Resets_Diff"	1.09348057937698e-110	0.592352941176471	"small"
"DL*M"	"Adp"	-5	"MQ_Resets_Diff"	0	0.309294117647059	"medium"
"DL*M"	"Adp"	-6	"TQ_Resets_Diff"	3.92607211975937e-100	0.636285714285714	"small"
"DL*M"	"Adp"	-6	"EQ_Resets_Diff"	3.8195196582364e-28	0.429142857142857	"negligible"
"DL*M"	"Adp"	-6	"MQ_Resets_Diff"	3.92607211975937e-100	0.636285714285714	"small"
"DL*M"	"Adp"	-7	"TQ_Resets_Diff"	4.41588162800269e-33	0.57175	"negligible"
"DL*M"	"Adp"	-7	"EQ_Resets_Diff"	8.32665077592461e-91	0.37875	"small"
"DL*M"	"Adp"	-7	"MQ_Resets_Diff"	4.41588162800269e-33	0.57175	"negligible"
"DL*M"	"Adp"	-8	"TQ_Resets_Diff"	6.44689147775407e-22	0.562	"negligible"
"DL*M"	"Adp"	-8	"EQ_Resets_Diff"	9.83341527971765e-16	0.448285714285714	"negligible"
"DL*M"	"Adp"	-8	"MQ_Resets_Diff"	6.44689147775407e-22	0.562	"negligible"
"DL*M"	"Adp"	4	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	4	"EQ_Resets_Diff"	0.0214614034702849	0.505086956521739	"negligible"
"DL*M"	"Adp"	4	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	7	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	7	"EQ_Resets_Diff"	4.91590335780385e-246	0.3385	"small"
"DL*M"	"Adp"	7	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	1	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	1	"EQ_Resets_Diff"	0	0.237391304347826	"large"
"DL*M"	"Adp"	1	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	2	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	2	"EQ_Resets_Diff"	0	0.317481481481481	"medium"
"DL*M"	"Adp"	2	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	-1	"TQ_Resets_Diff"	1.09560159668875e-188	0.395913043478261	"small"
"DL*M"	"Adp"	-1	"EQ_Resets_Diff"	0	0.320608695652174	"medium"
"DL*M"	"Adp"	-1	"MQ_Resets_Diff"	1.09560159668875e-188	0.395913043478261	"small"
"DL*M"	"Adp"	-9	"TQ_Resets_Diff"	1.69958751610566e-193	0	"large"
"DL*M"	"Adp"	-9	"EQ_Resets_Diff"	3.95179811904614e-157	0.046	"large"
"DL*M"	"Adp"	-9	"MQ_Resets_Diff"	1.69958751610566e-193	0	"large"
"DL*M"	"Adp"	-10	"TQ_Resets_Diff"	1.85105330988434e-201	0.986	"large"
"DL*M"	"Adp"	-10	"EQ_Resets_Diff"	6.31634673430709e-169	0.032	"large"
"DL*M"	"Adp"	-10	"MQ_Resets_Diff"	1.85105330988434e-201	0.986	"large"
"DL*M"	"Adp"	-11	"TQ_Resets_Diff"	1.85164699833281e-194	0.978	"large"
"DL*M"	"Adp"	-11	"EQ_Resets_Diff"	2.04541898807718e-194	0	"large"
"DL*M"	"Adp"	-11	"MQ_Resets_Diff"	1.85164699833281e-194	0.978	"large"
"DL*M"	"Adp"	6	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	6	"EQ_Resets_Diff"	4.67745123391665e-122	0.357714285714286	"small"
"DL*M"	"Adp"	6	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	5	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	5	"EQ_Resets_Diff"	0	0.238058823529412	"large"
"DL*M"	"Adp"	5	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	8	"TQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	8	"EQ_Resets_Diff"	1.84437132788705e-175	0.674857142857143	"medium"
"DL*M"	"Adp"	8	"MQ_Resets_Diff"	0	0	"large"
"DL*M"	"Adp"	10	"TQ_Resets_Diff"	2.013926352416e-193	0	"large"
"DL*M"	"Adp"	10	"EQ_Resets_Diff"	5.30613965158977e-71	0.743	"large"
"DL*M"	"Adp"	10	"MQ_Resets_Diff"	2.013926352416e-193	0	"large"
"DL*M"	"Adp"	11	"TQ_Resets_Diff"	3.46863100451339e-192	0	"large"
"DL*M"	"Adp"	11	"EQ_Resets_Diff"	5.53796788964757e-156	0.937	"large"
"DL*M"	"Adp"	11	"MQ_Resets_Diff"	3.46863100451339e-192	0	"large"
"DL*M"	"Adp"	9	"TQ_Resets_Diff"	2.013926352416e-193	0	"large"
"DL*M"	"Adp"	9	"EQ_Resets_Diff"	8.99036437457344e-08	0.41	"small"
"DL*M"	"Adp"	9	"MQ_Resets_Diff"	2.013926352416e-193	0	"large"
"DL*M+"	"Adp"	0	"TQ_Resets_Diff"	0	0.357845703125	"small"
"DL*M+"	"Adp"	0	"EQ_Resets_Diff"	0	0.62496875	"small"
"DL*M+"	"Adp"	0	"MQ_Resets_Diff"	0	0.357845703125	"small"
"DL*M+"	"Adp"	3	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	3	"EQ_Resets_Diff"	3.73264205764467e-181	0.558954545454545	"negligible"
"DL*M+"	"Adp"	3	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	-3	"TQ_Resets_Diff"	7.65454919914772e-134	0.432590909090909	"negligible"
"DL*M+"	"Adp"	-3	"EQ_Resets_Diff"	7.84757930073246e-97	0.5495	"negligible"
"DL*M+"	"Adp"	-3	"MQ_Resets_Diff"	7.65454919914772e-134	0.432590909090909	"negligible"
"DL*M+"	"Adp"	-4	"TQ_Resets_Diff"	0	0.759913043478261	"large"
"DL*M+"	"Adp"	-4	"EQ_Resets_Diff"	1.75618413880148e-271	0.39904347826087	"small"
"DL*M+"	"Adp"	-4	"MQ_Resets_Diff"	0	0.759913043478261	"large"
"DL*M+"	"Adp"	-2	"TQ_Resets_Diff"	0	0.260185185185185	"large"
"DL*M+"	"Adp"	-2	"EQ_Resets_Diff"	8.33848228682968e-216	0.564259259259259	"negligible"
"DL*M+"	"Adp"	-2	"MQ_Resets_Diff"	0	0.260185185185185	"large"
"DL*M+"	"Adp"	-5	"TQ_Resets_Diff"	3.89031264706736e-75	0.432705882352941	"negligible"
"DL*M+"	"Adp"	-5	"EQ_Resets_Diff"	1.44859122498308e-278	0.629823529411765	"small"
"DL*M+"	"Adp"	-5	"MQ_Resets_Diff"	3.89031264706736e-75	0.432705882352941	"negligible"
"DL*M+"	"Adp"	-6	"TQ_Resets_Diff"	0.000221316839123929	0.479714285714286	"negligible"
"DL*M+"	"Adp"	-6	"EQ_Resets_Diff"	2.96321277464443e-136	0.634285714285714	"small"
"DL*M+"	"Adp"	-6	"MQ_Resets_Diff"	0.000221316839123929	0.479714285714286	"negligible"
"DL*M+"	"Adp"	-7	"TQ_Resets_Diff"	0	0.9375	"large"
"DL*M+"	"Adp"	-7	"EQ_Resets_Diff"	1.42720837488371e-118	0.6295	"small"
"DL*M+"	"Adp"	-7	"MQ_Resets_Diff"	0	0.9375	"large"
"DL*M+"	"Adp"	-8	"TQ_Resets_Diff"	1.15437364535141e-08	0.535428571428571	"negligible"
"DL*M+"	"Adp"	-8	"EQ_Resets_Diff"	1.00562564293794e-56	0.596285714285714	"small"
"DL*M+"	"Adp"	-8	"MQ_Resets_Diff"	1.15437364535141e-08	0.535428571428571	"negligible"
"DL*M+"	"Adp"	4	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	4	"EQ_Resets_Diff"	4.1479276229173e-76	0.535782608695652	"negligible"
"DL*M+"	"Adp"	4	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	7	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	7	"EQ_Resets_Diff"	NA	0.5	"negligible"
"DL*M+"	"Adp"	7	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	1	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	1	"EQ_Resets_Diff"	2.24273700448759e-78	0.51504347826087	"negligible"
"DL*M+"	"Adp"	1	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	2	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	2	"EQ_Resets_Diff"	4.39453397908028e-102	0.465777777777778	"negligible"
"DL*M+"	"Adp"	2	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	-1	"TQ_Resets_Diff"	0	0.200173913043478	"large"
"DL*M+"	"Adp"	-1	"EQ_Resets_Diff"	0	0.432695652173913	"negligible"
"DL*M+"	"Adp"	-1	"MQ_Resets_Diff"	0	0.200173913043478	"large"
"DL*M+"	"Adp"	-9	"TQ_Resets_Diff"	1.46351062957929e-139	0.074	"large"
"DL*M+"	"Adp"	-9	"EQ_Resets_Diff"	8.30839534472929e-154	0.942	"large"
"DL*M+"	"Adp"	-9	"MQ_Resets_Diff"	1.46351062957929e-139	0.074	"large"
"DL*M+"	"Adp"	-10	"TQ_Resets_Diff"	1.07936674830072e-203	1	"large"
"DL*M+"	"Adp"	-10	"EQ_Resets_Diff"	2.1533499510252e-135	0.889	"large"
"DL*M+"	"Adp"	-10	"MQ_Resets_Diff"	1.07936674830072e-203	1	"large"
"DL*M+"	"Adp"	-11	"TQ_Resets_Diff"	1.8842858868569e-198	0.978	"large"
"DL*M+"	"Adp"	-11	"EQ_Resets_Diff"	1.79762714589777e-116	0.853	"large"
"DL*M+"	"Adp"	-11	"MQ_Resets_Diff"	1.8842858868569e-198	0.978	"large"
"DL*M+"	"Adp"	6	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	6	"EQ_Resets_Diff"	3.54593953768515e-179	0.604285714285714	"small"
"DL*M+"	"Adp"	6	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	5	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	5	"EQ_Resets_Diff"	4.18735666371071e-83	0.521470588235294	"negligible"
"DL*M+"	"Adp"	5	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	8	"TQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	8	"EQ_Resets_Diff"	0	0.702	"medium"
"DL*M+"	"Adp"	8	"MQ_Resets_Diff"	0	0	"large"
"DL*M+"	"Adp"	10	"TQ_Resets_Diff"	3.84789046566863e-195	0	"large"
"DL*M+"	"Adp"	10	"EQ_Resets_Diff"	NA	0.5	"negligible"
"DL*M+"	"Adp"	10	"MQ_Resets_Diff"	3.84789046566863e-195	0	"large"
"DL*M+"	"Adp"	11	"TQ_Resets_Diff"	7.25203791471543e-195	0	"large"
"DL*M+"	"Adp"	11	"EQ_Resets_Diff"	1.21259586436336e-129	0.871	"large"
"DL*M+"	"Adp"	11	"MQ_Resets_Diff"	7.25203791471543e-195	0	"large"
"DL*M+"	"Adp"	9	"TQ_Resets_Diff"	3.84789046566863e-195	0	"large"
"DL*M+"	"Adp"	9	"EQ_Resets_Diff"	NA	0.5	"negligible"
"DL*M+"	"Adp"	9	"MQ_Resets_Diff"	3.84789046566863e-195	0	"large"
